text	TextBlob	OpLexicon
engracado q estados melhor educacao estao votando aecio msm assim vcs insistem afirmar q dilma melhor candidata	positivo	positivo
escolheria luciana porque votar marina mesma coisa votar aecio dilma	neutro	negativo
coitada dilma vai ter congresso pior	negativo	negativo
vcs n acreditariam dissesse q mae ia votar dilma consegui fazer q votasse qualquer outro	negativo	negativo
fazendo figa aqui pra dilma perder	neutro	negativo
tipo nega chama eleitor dilma burro ofende preconceito contra eleitores psdb	neutro	negativo
vou botar lobao aviao aproveitar pra mudar pra mg banho seco pros paulistas dilma	negativo	negativo
acho q dilma vai ganhar copa	positivo	neutro
aecio marina dilma dilma menos pior	negativo	negativo
dilma ganhar eleicao lamento falta vergonha moral todo brasil	positivo	neutro
votar marina jogar voto lixo ia menos p aecio ponto p dilma	negativo	negativo
to imaginando desgraca vai ser pais aecio comando ta ruim dilma aguardem	negativo	negativo
dilma indo segudo turno ferrados pouco risco entrar algo ai feliz estrela apagar	neutro	positivo
mae contra dilma dai hora votar esqueceu numero candidato so lembrava dilma pjsdkaldjskljfdasjfodpsj	neutro	negativo
vao tomar cu jatene ta frente adianta nao votar dilma votar jatene caralho gente burra diacho	negativo	negativo
felipe dilma ganha brasil votos sao nacionais democracia assim sempre time ganha	positivo	positivo
rezando alma votou dilma orgulho disso principalmente pra rua ano passado	positivo	negativo
antes copa todo mundo falando fazendo protesto qur nao hospital etc vota dilma novo vao fude novo	negativo	negativo
nao preocupe prometem ir embora brasil dilma ganhar	positivo	neutro
dilma vai ganhar triste pais mentes pequenas	positivo	negativo
eleitor responsavel on twitter lobao afirma dilma vencer saira brasil	positivo	neutro
tanto protesto pra dilma ganhar	positivo	neutro
querem fuder brasil quiserem so votar dilma	negativo	negativo
povo q vota dilma medo perder vale q vale tia vale q pros outros bolsa merda ai	negativo	negativo
vcs vao aprender manifestacoes nao contra dilma	neutro	negativo
deus psdb maravilhoso cade prova urna so podia votar dilma vao foder vai	positivo	negativo
dilma nao pode ganhar jeito nenhum olha querido ma noticia pra voce	negativo	positivo
pior dilma so aecio	negativo	negativo
dilma vai ganhar because pacto takeru	positivo	neutro
reeleger dilma pedir pra passar anos parado tempo espero marina ganhe	positivo	negativo
minutos obvio dilma deve estar frente interessante segundo lugar	positivo	positivo
paulo rocha senador helder governador dilma presidente ah destino nao podia ser cruel	negativo	negativo
amiga pagar sabe politica falando mal dilma porque ta ridiculo	negativo	negativo
estudei simbolismo cara dilma ruim so duas	negativo	negativo
impressao aecio ta dando surra pika mole dilma	positivo	neutro
oh funciona assim vou ensinar vez soh inteligente vota dilma asno vota cabralpezao entao vamos parar mimimi	positivo	neutro
dilma aecio dilma vezes melhor	positivo	positivo
dilma ganhar acabou brasil	positivo	neutro
troxa povo dilma ganhar	positivo	neutro
to ate achando dilma vai ganhar primeiro turno	positivo	neutro
vou botar lobao aproveitar pra mudar pra mg banho seco pros paulistas dilma	positivo	negativo
eleitor dilma real time sao paulo h globo record sbt band	positivo	positivo
tas querendo q dilma venca serio logo pc	neutro	neutro
igual dilma	neutro	neutro
logico vai dar dilma novo	positivo	neutro
lembrando tao xingando sp tiririca pede voto pra dilma pro padilha	neutro	negativo
pai falou nao ia votar dilma porque cara traveco	neutro	negativo
dilma ganhar vou ter certeza brasileiros realmente nao pensam	positivo	neutro
dilma aecio turno voto nulo	positivo	negativo
moral dilma reeleger voces votaram nela moral nenhuma reclamar dps porque reclama facil faz merda votacao	positivo	positivo
alguem aqui votou dilma nao todo mundo aqui normal menos familia	negativo	neutro
luciana genro nao ganhar quero dilma aecio ganhe uns tres mim bom	positivo	positivo
dilma ganhar vamo fazer guerra mundial brasilmarina	positivo	neutro
beyonce presidente melhor vovo dilma	positivo	positivo
acho chance dilma ganhar indo aecio pra segundo turno	positivo	neutro
nao sei menos ruim dilma aecio marina	negativo	negativo
papel parede whatsapp dilma nao ganhar vou chorar fa	negativo	neutro
falei pro pai aecio neves ta atras dilma eduardo jorge luciana genro so pra irritar	negativo	negativo
mt facil falar dilma casa carro mtttt dinheiro ne fdp	positivo	positivo
dilma ganhar saiu brasil	neutro	neutro
nao ainda retardado q vota dilma	neutro	positivo
certeza dilma ganha infelizmente nao sei porq povo ainda fica ansioso	positivo	negativo
acho aecio vai ganhar maioria fotos montram dilma marina	positivo	neutro
dilma vencer vou chorar mto silencio vou gritar amgs petralhas	neutro	negativo
esperando dilma ganhar	positivo	neutro
dependencia bolsa familia fez natividadenses darem votos dilma povoignorante indignado	positivo	negativo
dilma vai ganhar infelizmente concluo q povo otario	positivo	neutro
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnope eleicoes	positivo	positivo
pq tudo indica final tragico dilma marina aecio todos sao ruins	negativo	neutro
pro turno ate acho traveco chamado dilma vai ganhar qualquer jeito	neutro	neutro
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnosp eleicoes	positivo	positivo
irma trabalhou dobro marina dilma sao paulo psdb nao competir	neutro	positivo
vai ser otimo tse apontou psdb corrupto lula dilma quer debater corrupcao aecio uolbhdwh	positivo	neutro
dilma n ganhar ne senhor q nivel pais viu	positivo	neutro
so sei dilma ganhar fodeu pra todo mundo	positivo	neutro
dilma ganhar suicido	neutro	neutro
nordeste so come bosta todos votam dilma falou otario vota psdb partido maiores corrupcoes pais parabens	negativo	negativo
importa cair dilma tarso	positivo	positivo
nordeste so vota dilma causa bolsa familia ah ta bom desculpa pra vcs tarem botando aecio frente bando pau cu	negativo	positivo
aecio vai dar	neutro	neutro
nao vi ninguem reclamando deu pau hora votar dilma	negativo	negativo
assim dilma ganhar vai comecar ataques xenofobicos nordestinos observem	positivo	neutro
pessoa votar dilma plmrdds sao quatro anos merda	positivo	neutro
nao posso acreditar dilma vai ganhar nao	positivo	neutro
dilma cair nada nada menos importa	positivo	positivo
nordeste burro eleger dilma dai voces vao elegem alckimin voces tao nervosos vai aguinha ai	positivo	negativo
mano dilma feia ainda jovem	neutro	neutro
inclusive feito militancia soubesse vai deixar pais dilma ganhar	positivo	neutro
dilma ganhar vcs vao comer pao diabo amassou	positivo	negativo
dai voce lucas devia tomar vergonha querer votar dilma	neutro	negativo
ainda obrigada ver vcs torcendo pra dilma ganhar eleicoes	positivo	neutro
nao vou estranhar dilma ganhar aqui to afinal eleitorado ta provando q gosta bandido ficha suja	negativo	negativo
vou ta fudida dilma ganhar turno ne aposta aposta	negativo	neutro
sei eh foda vida dilma ganhar causa nordeste eh duro auhsauhsuashau	positivo	negativo
dilma ganhar soco cara brasil	positivo	neutro
dilma vai ganhar cao	positivo	neutro
nao to acreditando provavelmente dilma vai vencer	positivo	negativo
dilma ganhar cabecas vao rolar	positivo	negativo
n vou acreditar dilma pro segundo turno ainda acabar ganhando	positivo	neutro
segundo turno vou fazer campanha pra ai quero ver perder dessa gorda dilma	negativo	negativo
dilma vota escola porto alegre faz v vitoria owlycisy	neutro	positivo
katia abreu eleita obrigado dilma pedro corgozinho fb	positivo	negativo
onde vcs estao tirando dilma ganha primeiro turno serio	positivo	neutro
dilma ganhar ole ole ola	positivo	neutro
to pessima todo mund odeio ta ganhando odio so falta dilma ganhar	negativo	neutro
imbecil rt ptorgbrate puder voto pt dilma diz rosa anos ate puder voto pt dilma diz rosa anos	negativo	negativo
euvoteimarina so espero conseguirmos ganhar dilma indepedente pro segundo turno	positivo	neutro
literalmente	positivo	positivo
der marina x dilma todos votos psdb vao pra marina nao vejo nenhum cenario aecio ganhando	positivo	negativo
dilma perder vou morar brasil	positivo	negativo
nao pra entender gente critico dilma ate ultimo segundo agora quer reeleita	positivo	neutro
quer dizer q protestos so auue pderrubar so dilma sempre soube coisa direita gigante porra nenhuma	negativo	neutro
votar dilma pedir pra levar cara	neutro	negativo
dilma ganhar declaro luto	positivo	neutro
campanha facebook pra nao ia votar dilma ir verde amarelo votar	negativo	negativo
coisa melhor aecio doq dilma	positivo	positivo
dilma vai ganha desgraca	positivo	negativo
dilma realmente sao anos sofrimento	positivo	positivo
rt rt dilma vai levar eleicao nao sabe perder vai dizer golpe duvida quanto	positivo	negativo
lobao afirma dilma vencer saira brasil fica dica	neutro	negativo
pior ainda vota dilma ainda pra rua junho	negativo	negativo
dilma vai cair segundo turno razoes diz ricardo amorim	negativo	positivo
vai tomar cu vcs q votaram dilma gigante acordou	neutro	neutro
vejo alguns estado pt vai pro turno existe razao pra dilma ganhar euvoteimarina dilmapravencer	neutro	neutro
cara fico puto nego tava ano passado nesse ano fazendo manifestacoes contra dilma agora vota nela	neutro	negativo
woow euvoteimarina ta tts brasil seguido tag dilma brasil n decepcione luciana nao pode ganhar q ganhe marina	positivo	neutro
ha diga vai ser ministro esportes dilma vencer	positivo	negativo
coisa pior dilma coisa aecio	negativo	negativo
rt dilma vai levar eleicao nao sabe perder vai dizer golpe duvida quanto	positivo	negativo
dilma ganhar prova povo brasileiro bicho otario viu	positivo	neutro
adiantou fazerem todo chachos manifestacoes vem pra rua papapa pra votarem dilma brasileiro burro	neutro	negativo
dilma ganhar preciso fazer cultura fronteiras ufes ahahahahahahahah	positivo	neutro
voces falam sobre manifestacoes dilma etc nao adianta ir pra manifestacao votar bandido aecio tambem ok	negativo	negativo
povo votou dilma medo perder bolsa miseria	neutro	negativo
todos papeis vejo aecio ta frente ai hora votos sao apurados dilma marina aecio ilogico	negativo	neutro
interssante dilma ganhar droga d resto governo vai ser psdb culpa cagadas vao cair costas	positivo	neutro
voce sabia dilma propostas melhorar ensino medio dilmapravencer googlvrmxk	neutro	neutro
band ta fudendo dilma bonito hein	positivo	positivo
engracado vcs acusarem felipe xenofobia sao voces trazem vergonha pro nordeste votando dilma	positivo	positivo
tadinha dilma segundo turno vai perder lavada contra qualquer	negativo	negativo
ia tirar urna pra ninguem sessao votar dilma	neutro	negativo
dilma reeleita brasileiros sao tudo otario	neutro	positivo
independente pro segundo turno dilma unir contra	negativo	neutro
tirar dilma pra aecio vao foder	negativo	negativo
lula dilma quer debater corrupcao aecio uolbhdwh tm coracao valente	positivo	positivo
internautas declaram apoio dilma marina sao citadas twitter iftttsoz	positivo	positivo
nordeste nao votei dilma sarneys chupa sociedade hipocrita	negativo	negativo
internautas declaram apoio dilma marina sao citadas twitter iftttsoqq	positivo	positivo
dilma querida voce eleita ajuda ajudar porque vc continuar fazer caquinha vai ficar dificil	negativo	negativo
psdb saudado pt vaiado porque dilma frente nao sei	positivo	neutro
aecio ganhar nao nada errado agora dilma ganhar errado	negativo	negativo
geraldo alckmin reeleito governador sao paulo ja ta decidido dilma vai pro segundo turno contra aecio neves aeciodevirada	negativo	positivo
dilma rousseff pt aecio neves psdb vao disputar turno	neutro	negativo
voces idolatrando aecio minimo nao sabem nada sobre governo so vao status odiar dilma parabens galera	negativo	neutro
pobreso pensa bolsa familia so q dilma sabe oferecertrouxas tudo voto p causa reais	negativo	negativo
coisa nordestino votar dilma so causa bolsa familia mentira aqui trabalhador gentr q acorda cedo pra trabalha	positivo	neutro
unica coisa n queria alckmin governador dilma aceito	neutro	positivo
aaaargh odio desse povo brasileiro faz protesto faz caralho quatro pra chegar hoje votar dilma	negativo	negativo
toma porra to revoltada pais retardado q vota dilma meoooo	negativo	positivo
dilma pegou pais ja estabilizado sistema pt anos ja pt facil assim nao	positivo	positivo
verdade vamos ver marina outros vao apoiar dilma atacou marina vamos ver agora ne	neutro	neutro
dilma aecio segundo turno voces sao otarios	neutro	positivo
culpa nao dilma vc trouxa ir la protesto falar mal dps votar mesma	negativo	negativo
mae mae petista feio ta querendo cumer mae bua bua so fiinho di papai maie bua bua dilma feia vai ganhar di novo bua bua	negativo	negativo
falou vai votar dilma ancia d vomito	neutro	negativo
acredito q eleitores marina tb vao pra dilma sei la ne	positivo	negativo
muda brasil dilma barbudo safado	neutro	negativo
dilma vai ganhar gente infelizmente	positivo	neutro
muy buena votacion del democrata neves solo dilma supera el dif voto obligatorio vuelve muy incierta la vuelta	positivo	neutro
visto infelizmente vou ter votar dilma segundo turno	negativo	negativo
hrs dilma ganhar pq roubado ganhar apoio mega protesto foradilma likelike share	positivo	negativo
dilma nao menos aecio nao eita povo lerdo	positivo	negativo
dilma jair pedro protesto ja nao ninguem joao paulo rene patriota edilson silva	neutro	positivo
tambem nao recebo bolsa familia deixem votar dilma	neutro	negativo
voces votaram dilma esperando faca algo bom vao ficar esperando porque algo nao fez fara	positivo	neutro
rt so dica dilma cair servidor cai tambem viu concurso so kakakak	neutro	positivo
tbm n leq aecio ganhar acabou pais esperanca porra toda dilma fdp melhor deixar dilma	positivo	positivo
vou votar nulo segundo turno recuso votar dilma aecio	neutro	negativo
povo pra rua protestar meteu pau dilma pra hoje ta ai primeiro lugar povo hipocrita	positivo	negativo
definido dilma aecio votos vao segundo turno	neutro	negativo
alguem conhece alguem algo ganhar eleicao aecio nao gosto dilma nao	neutro	neutro
gente dilma ganhar aecio cu rolaaaaa	positivo	neutro
urnas apuradas dilma rousseff pt aecio neves psdb vao disputar segundo turno eleicoes presidenciais	negativo	negativo
dilma aecio turno ai cu dilma nao pode ganhar galero	negativo	neutro
aecio ganhar ferrou tudo prefiro x tia dilma	neutro	neutro
tambem ja viu escolas alguns lugares sao enfim ta sacanagem votar dilma	neutro	neutro
perdi dia pastel caldo cana pra ver dilma ganhando porra	positivo	positivo
queda livre x ascensao segundo turno dilma aecio nao dilma marina pesquisas sao furadas	positivo	positivo
chupaaaa dilma trouxa aecio vai ganhar uhull	positivo	neutro
engracado povo vota dilma reclama certas situacoes passam	positivo	positivo
so vendo tml gente vota citando protestos ano passado pra dilma	neutro	negativo
aecio ganhar ate marina serve dilma filha capeta naooooo	positivo	neutro
en un resultado inesperado dilma y aecio neves van segunda vuelta en brasil	positivo	neutro
rj marina bem perto dilma votos apoiar vai ser bem vindo	positivo	positivo
ta decidido dilma porra otaria vaca odeio pega aecio segundo turno	negativo	positivo
nao to acreditando vou ter ter trabalho sair casa pra poder votar dilma aecio	neutro	negativo
governo dilma passou longe perfeito outros candidatos poderia ser menos pior nao acha	positivo	neutro
sei la vcs nao acha estranho dilma ajudar paises comunistas	negativo	neutro
fijate lo decia el diario clarin argentino amigo oglobo brasilero brasildecide dilma silva	neutro	positivo
agora vou ser obrigado votar dilma	positivo	negativo
aecio ganhar porra vcs votarem dilma brasil vai continuar msm n adianta reclamar	positivo	neutro
gente aecio dilma nivel problema agora ver menos pior	negativo	negativo
dilma poupou aecio turno derrubar marina agora vai enfrentar politico profissional boa	neutro	negativo
dilma aecio ta tudo otimo imagina marina meio deus q livre	positivo	positivo
pau cu destroi metade brasil justica clica porra maquina numero dilma vao fode	negativo	negativo
moral anos reclamando falando brasil lixo pra chegar hoje votar dentuca dilma	negativo	negativo
voce acha nao poderia ficar pior dilma aecio segundo turno	negativo	negativo
vai burro dilma eleita faco video preciso externar raiva q desse povo	negativo	negativo
negocio pt tudo birrinha sabe dilma melhor fica nessa so p ser contra	positivo	positivo
aecio ganhar pq qualquer coisa vai ser melhor dilma	positivo	positivo
matem anotem dilma vai ganhar agora daqui anos lula ganha tbm dps anos reelege anos puro pt hmm delicia	positivo	positivo
brasileiro povo burro dilma indo pro segundo turno ganhando ainda	negativo	negativo
li gente falando tentou votar aecio apareceu dilma tao trovando nao existe democracia agora	neutro	negativo
nao sei eh pior aecio dilma brasil excelente candidatos d smp p smp	positivo	neutro
aecio q ganhar anos dilma deus meee livre	positivo	neutro
aecio q vencer dilma novo nao	positivo	negativo
dilma aecio vao disputar segundo turno	neutro	negativo
dilma vai ganhar povo tudo burro nao serve pra votar	positivo	negativo
nao sei pior dilma aecio affz ninguem merece	negativo	negativo
serio gente mineira to falando dilma aecio fiquem dilma	negativo	neutro
tao bom minas peso votou dilma	positivo	positivo
aecio forte esperado neste cenario provavel dilma perca turno	negativo	positivo
dilma nao pode ganhar serio	negativo	neutro
dilma aecio lembre melhor diabo voce conhece povo ta achando nao pode piorar	positivo	positivo
prefiro marina aecio tbm parece ser pior dilma agr pqp votou dilma q tomar n cu bonito desculpaaemae	negativo	neutro
votou agora luciana pra apoiar sabia ia ter segundo turno vai votar dilma	negativo	neutro
vcs falando dilma permitiu comprar casa amiga permitiu tanto imposto pessoa morre pagando casa carro acordem	positivo	negativo
engracado argumento povo ai vcs ruas ano passado p votar dilma hoje querida presidente nao governa sozinho	positivo	negativo
oqq cabeca pessoa p votar dilma pezao	neutro	negativo
agora q venca aecio q dilma quatro anos nao vai dar certo	positivo	positivo
votou marina vai votar dilma votou namelia vai votar sartori omg	neutro	negativo
dilma rousseff aecio neves definidos turno vou pensa votar	neutro	negativo
genteeeee to chaaaaao destruido vai ser aecio dilma ne putos	neutro	negativo
dilma aecio segundo turno nao sei pior	negativo	negativo
dilma aecio vao disputar segundo turno	neutro	negativo
tudo pra chegar votar dilma	neutro	negativo
euvoteimarina infelizmente dilma vence facil turno	positivo	positivo
aecio dilma tudo mesma merda vamos votar nulo	negativo	negativo
vcs falam tanto aecio professores dilma faz algo p valorizar servidores publicos	positivo	positivo
povo fez protesto caralho ano passado pra ano levar dilma pro segundo turno puta pariu	negativo	negativo
contar q governo dilma deixou inflacao completamente abalada ainda age normal	positivo	neutro
visto vou ter anular voto pra presidente segundo turno votar dilma aecio hipocrisia grande rs tenso	negativo	negativo
definido dilma pt aecio psdb vao disputar segundo turno	negativo	negativo
acho q ate bom aecio ganhar vcs perceberem q dilma n ruim comparado outros anos p vcs perceberem tudo	positivo	neutro
antes nao estaria preocupado quica tricolor bucha maximo tricolete anda histerico dilma	negativo	negativo
serio dilma vai ganhar bosta novo to acompanhando eleicoes merda	positivo	neutro
serio alguem ficou surpreso dilma aecio segundo turno	negativo	neutro
achando q marina dilma segunndo turno triste ai vc ve q vai aecio n marina pqp	negativo	negativo
todas manifestacoes ainda votam dilma iluminem ser humano desse	neutro	positivo
moral voces sao burros p caralho burros votou dilma	negativo	positivo
tudo pra chegar hoje votar dilma povo nao aprende	neutro	negativo
votei aecio to feliz pra crl serio so pena saber q ainda gente q vota dilma nao conformo	positivo	positivo
brasileiro foder vao la po fazer manifestacao novo votar dilma	positivo	negativo
fez cola tao bonita pro pessoal votar dilma	positivo	negativo
povo cabeca pra votar dilma	neutro	negativo
confirmado dilma aecio vao pro segundo turno diferenca ridicula otimo	positivo	neutro
cris petista distorce favor pt humano quero dizer parte natureza humana louca lula dilma	negativo	positivo
dilma aecio segundo turno so faltava dilma vencer	positivo	negativo
melhor coisa aecio turno marina dilma preferiria morte lenta	positivo	positivo
la campaanti dilma fue bestial aprovecharon grandes escenarios ir en su contra	negativo	neutro
vai social vota dilma vai lado economico aecio	positivo	neutro
quero saber ta feliz vitoria dilma	positivo	positivo
thankyoudforthewwat primeira vez vou votar dilma	positivo	negativo
acha certo votar dilma fdp	positivo	neutro
pessoas votaram marina falando mal votaram dilma mesma coisa sujo falando mal lavado	negativo	neutro
rj rs tbm votaram dilma nao so nordeste nao votadores tiririca	neutro	negativo
povo burro idiota coerencia povo vem reclamando protestando anos sobre governo dilma ai	negativo	negativo
parar pra pensar dilma aecio estao segundo turno votou marina vai votar aecio	negativo	negativo
ruim dilma pior t r i s	negativo	negativo
dilma partido malandro pode ate ganhar maioria congresso sentindo aliviada	positivo	neutro
brasil pais onde pessoas fodem nao aprendem legal elegerem dilma novo parabens pra voces viu	positivo	positivo
nao acredito dilma vai ganhar	positivo	neutro
vamos ser realistas ne mores dilma vai ganhar pq infelizmente maioria vota nela	positivo	neutro
puta pariuu povo burro turno dilma aecio pqp tmc	negativo	negativo
dilma votos sao paulo vai ver porque governo excelente ne	positivo	positivo
voto aecio pra nao votar dilma	negativo	negativo
idiota dilma nao pode ganhar	negativo	negativo
dilma menos pior favor	negativo	negativo
tanto faz ganhar dilma aecio so espero facam alguma coisa melhore brasil servicos publicos	positivo	neutro
entao gente tchau segundo turno aecio dilma confirmados pode deitar chao chorar ja	positivo	neutro
fala serio aecio dilma n sei pior	negativo	negativo
dilma aecio vao disputar segundo turno	neutro	negativo
tudo pra chegar hoje votar dilma ta louco	negativo	negativo
boca urna ibope mostra turno sera dilma aecio msnpt brbbhn i aecio neves dilma vai ver bom	neutro	positivo
pessoas q pra rua votam dilma tao coerente quanto homossexuais q desejam ter familia legal igualdade votam marina	positivo	positivo
vaiam dilma durante copa protestaram contra reclamaram governo anos inteiros povo burro pede p sofrer	negativo	negativo
quantos estados existem brasil ne so causa nordeste dilma vai ganhar perder nao querido	positivo	neutro
pra vcs nao gostam dilma pensem bem antes pedir pais governado aecioporto po	neutro	positivo
fecho agora votar dilma aecio	neutro	negativo
porra nao acredito dilma vai ganhar novo	positivo	neutro
pregunta la ven dilma la segunda vuelta complicado	positivo	negativo
gente idade pra votar querendo pagar sei tudo icon dilma toca	neutro	negativo
menos pior dilma vcs quer faca	negativo	negativo
pessoal eleitores marina nordeste probabilidade votar dilma exemplo disso pernambuco dilmapravencer	neutro	negativo
odiar dilma aercio coisa odiar nordestinos outra	negativo	positivo
nao acredito aecio dilma vao pro segundo turno	negativo	negativo
amor deus tarso dilma precisam ganhar senao certeza q pai troco	positivo	neutro
revoltante ver pessoal nordeste vota pra dilma causa bolsa familia	negativo	negativo
globo news afirma marina sao paulo segundo turno nao irao dilma petistas estao falando vou contestar	negativo	neutro
vei dilma ganhar brasil ta fudido	negativo	neutro
erro ibope comprado ontem dilma hoje ontem aecio hoje ontem marina hoje ontem veiga hoje	neutro	neutro
primeiro gente fala q globo eh coisa alienado acredita tudo q falam dilma ta parabens viu	positivo	negativo
sim cara nego ta tao cego c q n percebe q n dilma vai ser cara tao corrupto	negativo	negativo
dilma marina ainda alguma chance marina ganhar vai ser aecio dilma	positivo	neutro
fico puta vai rua fazer protesto vota dilma algo errado ai ne	neutro	negativo
to vendo ja dilma vai ganhar sa bosta	positivo	neutro
der dilma novo mudo p egito	neutro	neutro
votei marina infelizmente dilma vai ganhar fizeram tanto protesto pra nada	positivo	neutro
caramba dilma nao pode ganhar vez	negativo	neutro
dilma aecio boa sensacao ganhar prazo	positivo	neutro
dilma aecio segundo turno dificil escolher	negativo	negativo
mano vcs parassem ser falsos fazessem q falam lucianinha vcs tava turno c dilma massss ne acho bom	positivo	positivo
vo anular voto uu recuso dilma aecio uu	neutro	negativo
definido dilma pt aecio psdb vao disputar segundo turno globoswqslt eleicoes g marina pf n apoie ngm	negativo	negativo
burrada achar aecio vai ser melhor dilma	negativo	positivo
so come muita merda pra preferir aecio dilma	negativo	neutro
campanha nazista aecio dilma contra marina votarei nulo	neutro	negativo
impeachment dilma queriam faze ano passado	neutro	negativo
ia votar dilma baidu instalado tambem fez mesma coisa danilo gentili	neutro	negativo
aecio dilma segundo turno serio	negativo	neutro
odeio pobres mal informados so vota dilma medo perder bolsa familia	negativo	negativo
vo votar dilma bjoks pra vcs forapt	neutro	negativo
pfvr vao falando varios motivos pq dilma melhor aecio pq to dando menina nao acredita mim	positivo	neutro
dilma aecio serio serio	negativo	neutro
admiro fhc pra caralho embora achado mandato merda ja aecio desprezo dilma nao excelente	negativo	positivo
dilma x aecio segundo turno povo burro falo	neutro	negativo
dilma segundo turno assim caralho quebraram rio janeiro todo pra votar nela novamente	negativo	negativo
pior ta nao fica dilma ganhar sim	positivo	negativo
segundo turno decidido dilma aecio	neutro	positivo
dilma aecio segundo turno dilma gente dilma vao foder	neutro	negativo
nao curto dilma nao sei pq tbm dizer nao fez nada mano ai tbm eh demais ne	neutro	neutro
tudo pra chegar hoje votar dilma	neutro	negativo
merval disse votacao marina sao paulo nao ira dilma	neutro	positivo
pior nao dilma pior luciana genro preocupante	negativo	negativo
olha urnas ai dilma ganha lavada dificil nao pensar diferente	neutro	negativo
gente tela dizendo aecio melhor dilma rico come lixo	positivo	positivo
dilma aecio neves segundo turno aqui esperando duardo jorge presidente vcs vem ai decepcao vcs	negativo	negativo
segundo turno dilma aecio mds dificil saber pior kakakakaka	neutro	negativo
povo burro otario lesado agora todos vamos tomar naquele lugar dilma governando outra vez bando antas	neutro	negativo
agora sabemos vai aecio dilma pro segundo turno devo votar	negativo	negativo
dilma aecio segundo turno prova brasileiro burro gosta ficar merda	negativo	negativo
cacete turno dilma aecio	negativo	negativo
dilma aecio segundo turno nao sei eh pior	negativo	negativo
legal q hora pra outra todo mundo viro super consciente anti dilma entendedores politica	positivo	positivo
urnas apuradas dilma aecio vao disputar turno owlyciwwr	neutro	negativo
dilma vencer	positivo	negativo
chance tinhamos alguem diferente poder ficou resumindo dilma arrematara votos nordeste sera reeleitapalpite	neutro	neutro
votou dilma eh td pobre medo perder bolsa familia	negativo	negativo
dilma rousseff pt aecio neves psdb vao disputar presidencia republica turno bandnewstv eleicoes	neutro	negativo
dilma ganhar mato muie sata	positivo	neutro
dilma aecio devem disputar segundo turno presidencia momento verdadeiro momentoverdadeirodilma aecio devem disputar segundo turno presidenciahtml via	positivo	positivo
votar dilma eh voto dilmais	neutro	negativo
sao paulo diz nao pt rumo segundo turno dilma x aecio	neutro	positivo
dilma pt aecio psdb vao disputar presidencia turno reporterenaseleicoes	neutro	negativo
dilma aecio segundo turno nada obvio	negativo	neutro
ser pobre pra votar dilma	negativo	negativo
pensei unica anormal torcendo p dilma ganhar	positivo	negativo
sim acho fim	neutro	neutro
votar dilma prova otario	neutro	negativo
uns casos fortaleza urna tava problema ashuhusahusa tava indo direto pro numero dilma oh putaria	positivo	neutro
deploravel regiao onde analfabetos dependentes bolsa familia responsavel levar dilma	positivo	neutro
dilma vai ganhar nao	negativo	neutro
dilma ganhar nunca acredito nesses protestos brasil inteiro tava fazendo	positivo	neutro
nao entendo problema votar dilma estudante	neutro	negativo
ridiculo povo pras rebelar ano passado agora vota dilma hipocrisia foda	negativo	negativo
dilma eh caralho porra povo brasileiro burro	negativo	negativo
dilma pq menos pior segundo ndjsksks zz	negativo	negativo
voces votaram dilma pro protesto ano passado hipocritas	neutro	negativo
resultado surpreendente osasco tradicional reduto petista dilma rousseff pt ocupa apenas terceira	positivo	positivo
nao gosto dilma caralho voces sao hipocritas	negativo	positivo
mimimi toda manifestacao pra votar dilma aecio marina puta candidatos	negativo	negativo
podia ser pior podia ter dado dilma marina segundo turno estariamos correndo serio risco pais governado malafaia	negativo	neutro
dilma aecio vao disputar segundo turno siga vivo globophcpsy eleicoesglobonews	positivo	neutro
sao paulo pt aecio neves cola dilma ai brasil mostra forca bota estrela vermelha pra correr	neutro	positivo
pessoa favor protestos ano passado votou dilma parabens integridade requisito consciencia vergonha cara	neutro	negativo
aecio ganhar dilma segundo turno fujo desse pais	positivo	neutro
visto idiotas brasil incluo fizeram burrada dnv caralha dilma vai ganhar aecio	negativo	neutro
menos conforta saber segundo turno dilma nao ira ganhar porque acredito assim	negativo	neutro
porraaaaaaaaaa dilma novo porra bolsa familia nao querem perder	negativo	negativo
segundo turnoooooooo ja decidido dilma aecio	positivo	positivo
dilma ganhar preparem pro inferno	positivo	neutro
aecio merecia povo brasileiro nao percebeu dilma vai afundar brasil	neutro	positivo
voce votar nulo ajuda maldita dilma	neutro	negativo
vou arrumar adesivo vou passar frente daqueles filho puta ficam fazendo campanha pra dilma frente catedral	neutro	neutro
agora babacas fizeram protesto votem dilma novo bando boco terceira guerra mundial pra voces	positivo	negativo
segundo turno aecio ira atropelar dilma	neutro	negativo
gente fala n votar dilma ingrato pq prouni	neutro	negativo
nao entendo logica povo brasileiro protestaram ate nao poder hoje votaram dilma sera gigante acordou	neutro	neutro
dilma ganhar dnv brasil vai dever cartaz protesto	positivo	neutro
le tml cinco minutos so gente falando protestou tanto pra votar dilma novo	positivo	negativo
foda galera fala prefiro dilma arriscar alguem pior afe cara	negativo	negativo
ai povo faz tudo pra final votar dilma brasileiro merece sofrer	positivo	neutro
protestam ano inteiro ai vao la urna votam dilma pa ra bens	positivo	negativo
