Text,Sentiment,free
ta decidido aecio x dilma,Positive,Positive
aecio melhor dilma amiga vc lembra governou minas gerais nao ne ata,Positive,Positive
coitado olivio ate votado nele nao mimimi tarso dilma coitado ia pra la so arrasto,Positive,Positive
nao acredito manipular votos familia toda dilma fica rj,Positive,Positive
calma acho dilma vai ganhar,Positive,Positive
nesse exato momento calafrio humano sobe espinha dilma toda corja pt,Positive,Positive
sao paulo dilma praticamente empatada marina quase ficou terceiro lugar forapt eleicoes,Positive,Positive
fogos todos nao sao pra dilma nao ne espero,Positive,Negative
otarios q vaiaram dilma copa sao q votaram nela falo nada,Positive,Positive
engracado todo mundo fala mal dilma blablabla vai ver resultao plou ta liderando,Positive,Positive
cheguei hoje dando bom dia logo nao vote dilma,Positive,Positive
gente julgando so pq dilma vai ganhar n existe ninguem melhor sorry,Positive,Positive
povo unido jamais sera vencido dilma vemprarua ogiganteacordou protestos ai maioria vai vota dilma,Positive,Positive
sao paulo aecio votos validos dilma precisa dizer alguma coisa,Positive,Positive
mano tambem queria qualquer melhor q estopo dilma,Positive,Positive
preocupada pois diferenca dilma aecio pequena marina louca apoiar aecio,Positive,Positive
imagina catra presidente semana vamos combinar melhor dilma aecio,Positive,Positive
sobre votou dilma errar humano persistir erro burrice persistir burrice pedir pra ser vice,Positive,Positive
calma medicoscomdilma agora hora muita luta fe reeleicao dilma,Positive,Positive
pq dilma ganhando lavada povo pt sao todos corruptos,Positive,Positive
bahia pouco familias sao beneficiadas bolsa familia dilma votos massa,Positive,Positive
dilma predomina ne aecio maior colegio eleitoral sp sera melhor,Positive,Positive
aecio melhor dilma vlw,Positive,Positive
lindo aecio votos dilma dilma acho casa caiu pra vc finalmente protestos apareceram urnas,Positive,Positive
lo impresionante amigo es el crecimiento neves fue costa silva y dilma,Positive,Positive
ai dilma ganha daqui uns meses vem p rua pt pra mim voces sao bando hipocritas sim,Positive,Negative
gostaria ter certeza coisa nao tao facil assim dilma ainda controla poder vai usar,Positive,Positive
nao duvida marina todos psb irao apoiar aecio sabe pq estao cientes rejeicao dilma aecio pganhar cargos,Positive,Positive
segundo turno decidido vai ser aecio dilma,Positive,Positive
dilma frente siga tempo real apuracao globomihrjy g,Positive,Positive
programas estudo sao custeados altos impostos gente paga vc acham q dilma faz pq querida acorda,Positive,Positive
mandando presidenta dilma presentinho acho vai adorar,Positive,Positive
ah vi estado governou maioria votou dilma significa q n deve ter sido mto bom,Positive,Positive
el tribunal supremo electoral divulgo primeros resultados dilma rousseff y aecio neves iran segunda vuelta,Positive,Positive
dilma ja chance provou q n capaz nada tdo mao nao fez nada int pq votar dilma vote consciente,Positive,Positive
nao digo aliar subir palanque acho plausivel psol dialogue dilma sentido forca bandeiras,Positive,Positive
dilma melhor aecio aecio melhor dilma boa irmao anos governaria melhor brasil,Positive,Positive
marina apoiar dilma vai ta cara plano deste inicio,Positive,Positive
gnt ta votando dilma sao pts,Positive,Positive
ta claro q pais n quer dilma vamos juntos conquistar voto voto euvoteiaecio,Positive,Positive
ta faltando so pedro bial dizer marina vem apoiar dilma aqui vem apenas votos voce eliminada,Positive,Positive
alckmin governador serra senador dilma aecio presidente so digo coisa fudeu fudeu bonito,Positive,Positive
mermao entendam dilma nao sao pessoas manifestacoes,Positive,Positive
dilma surrada sao paulo turno turno sera praticamente estuprada tamanha sera diferenca votos,Positive,Positive
dilma ganhar vou sair rua xingar povo tudim k,Positive,Neutral
dilma aguarda adversario assim globo so falta ser apurado william nao sabe fazer conta,Positive,Positive
pronto decidido dilma x aecio segundo turno,Positive,Positive
segundo turno votarei dilma pq aecio bom ganhado minas onde segundo melhor governador ja la,Positive,Positive
n acho dilma tao merda assim fez poucas melhorias sim gatante voces outro presidente melhor,Positive,Positive
nao questao querer tudo perfeito pode ficar melhor dilma nao fez praticamente nada novo,Positive,Neutral
brasil hmin apurado dilma aecio marina vamos pro pau,Positive,Positive
caro amigo migrou dilma pra luciana genro ja pode voltar,Positive,Positive
cuidado voce pode ser xingada eleitores dilma marina aecio professor sei la quantas afins,Positive,Positive
dilma vai ganhar causa bolsa familia aecio ganhar so vai favorecer realmente rico acorda mores,Positive,Neutral
sao paulo dilma tomou lavada aecio contra dilma marina quase marina passa dilma,Positive,Positive
glr devia querer emprego n dinheiro facil dilma,Positive,Negative
enquanto dilma aecio ai nada vai mudar nao to dizendo q q ser marina q ser alguem melhor,Positive,Negative
marina apoiar aecio ja dilma turno,Positive,Positive
aecio neves votos sao paulo dilma rousseff aparece vantagem grande,Positive,Positive
nao pra mim compactuar aecio menos dilma entao,Positive,Positive
sobre dilma aecio prefiro pegar brigadeiro panela comer pq vida ta facil pra ninguem hoje alem ser domingo,Positive,Positive
melhor dilma marina aecio menos brasil nao vai ficar bosta,Positive,Neutral
gente nao condicao serio ta cego pra achar governo brasil ta maravilhoso dilma,Positive,Negative
apuracao tempo real sp dilma lugar urnas apuradas placareleicoesuolbrturnosp apuracao estado eleicoes,Positive,Positive
digitando urna facil aparecer dilma falando serio agora vezes foto apareceu enviado numero,Positive,Positive
lula x melhor sim comecou tudo dilma ta continuando fez,Positive,Positive
verei todo dias horario eleitoral so pra rir desespero pt viver pais dilma vive bem legal,Positive,Positive
aecio sao paulo dilma marina,Positive,Positive
aecio nao melhor decisao aecio dilma vamos psdb,Positive,Positive
voces reclamam sao chamados burros porrraaa dilma cu rola foradilma forapt,Positive,Positive
sobre votou dilma errar humano persistir erro burrice,Positive,Positive
eleitores marina apoiar aecio segundo turno n dilma ganha ddddd,Positive,Positive
real todo mundo ta mimimi dilma nao fez nada pais,Positive,Positive
queria dilma marina pq marina poderia estruturar melhor prog disputar bem dilma saudavel aecio morrrta,Positive,Positive
falar aecio dando chocolate dilma sao paulo,Positive,Positive
seguinte moro sp dilma eleita jeito mudar pro nordeste pq aq nao ta facil la so sombra agua fresca,Positive,Positive
internautas declaram apoio dilma marina sao citadas twitter ig sao paulousuarios rede socia,Positive,Positive
vei dilma ainda ta frente pq ces vaiaram copa hr mostrar manda nessa budega pais ces sao trouxas,Positive,Positive
melhor dilma aecio ts,Positive,Positive
pessoas q votaram dilma hj sao mesmas q mandaram tomar cu vaiaram copa hipocritas,Positive,Negative
cara ia ser lindo dilma caisse digito ficasse casa aecio ne eleicoes,Positive,Positive
sla todos candidatos dilma ainda melhor coisas ruins,Positive,Positive
carne fraca mente forte pra aturar babacas votam dilma maomeprapresidente,Positive,Positive
ate ze maria melhor dilma,Positive,Positive
vaiaram dilma estadios sao podiam pagar ingressos,Positive,Positive
nordestinos burros reelegendo dilma sao paulo alckmin amigo ein,Positive,Positive
ja imaginava amigo votaste dilma ne todo mundo ganha bolsa familia vota,Positive,Positive
dai vai ser marina x luciana melhor dilma x aecio,Positive,Positive
olha diferenca aecio p dilma sao paulo,Positive,Positive
nao votaria dilma aparecesse candidato melhor convencesse nenhum convenceu nao anulo voto,Positive,Positive
toda una semana telesur diciendo dilma podia evitar la segunda vuelta porque estaba sobrada quedo bien lejos del cincuenta ciento,Positive,Positive
chorando rir acha aecio melhor dilma tao nivel galera,Positive,Positive
aplicativo tre posta apurado dilma,Positive,Positive
vcs falam tanto pontuacao dilma nordeste aecio incriveis sao paulo,Positive,Positive
brasileiro jumento vai pra rua taca fogo onibus faz tudo brasil melhor roubo votam dilma novo,Positive,Negative
acho ta bom reeleger dilma,Positive,Positive
mano aecio dilma sao uns merda pra presidencia,Positive,Positive
parcial dilma rousseff lidera aecio neves marina silva acompanhe apuracao vivo oestarxrdir,Positive,Positive
aecio ta perdendo pra dilma estado governador bom cara nao pode ser,Positive,Positive
sp aecio dilma nordestinos sao meio mongoloides msm agr aceito,Positive,Positive
pausa dilma haciendo un gobiernazo la tiene tan facil entienden esperamos al la gente ta clara lo si y lo,Positive,Positive
dilma tarso genro votam porto alegre presidenta dilma rousseff candidata reeleicao pt votou ivenbzepk,Positive,Positive
melhor ser dilma aecio pfvr ne,Positive,Positive
ai otimo dilma aecio pro turno uhu mrda dilma dnv,Positive,Positive
brasileiros votaram dilma sao todos vergonhas amam serem fodidos so brasilumpaisdetolos,Positive,Positive
vota dilma causa bolsa familia ahhhhh vai lascar trabalhar bom nada ne,Positive,Negative
quero ver todo mundo governo aecio sentindo orgulhoso terem tirado dilma quero so ver protesto reivindicacao etc,Positive,Positive
nsei ainda nao queria dilma pq acho brasil precisa mudanca gestao aecio tbm n melhor opcao ne,Positive,Positive
dilma nao ganhando segundo turno pra mim ta otimo,Positive,Positive
apurados sp aecio dilma marina tucanos paulistas nao estao dando apoio aecio sao bairristas agora,Positive,Positive
acho mt engracado povo globo news mostram contra dilma mt bom,Positive,Positive
voto segundo turno pra dilma venha outubroooo sentindo animado,Positive,Positive
queria so ver mulher ganhasse pais estaria tao merda quanto governado dilma aecio acordem otarios,Positive,Positive
aecio plano economico otimo enquanto dilma guido mantega ministro fazenda,Positive,Positive
pode ser quase nada dilma fez algo pobres vcs sao ricos otimo pra vcs realidade muitos outra,Positive,Positive
pt lixo dilma mae chuck nda certo,Positive,Positive
achei programa medicos dilma otimo pessoas beneficiadas todas elogiaram bastante,Positive,Positive
entao brasil nao dilma tudo tao maravilhoso segundo pt,Positive,Positive
melhor dilma menos,Positive,Positive
melhor dilma,Positive,Positive
temer dilma nao perderia eleicao gente quisesse brasil brasilyeuot via,Positive,Positive
gente nao gosto dilma ces acham aecio faz melhor,Positive,Positive
disse manifestacoes contra dilma perdoa expressao palavra voces sao retardados,Positive,Positive
to ai nao dilma algum religioso ja bom comeco,Positive,Positive
nao fa psdb acho tao corrupto quanto pt ser sincero melhor anos dilma,Positive,Positive
governo dilma certo regiao norderte,Positive,Positive
sao tudo farinha saco sim dilma mudou brasil tambem,Positive,Positive
dilma reeleita povo sao paulo nao tera direito reclamar pois colocar cidadao nao,Positive,Positive
vcs sao todos retardados q votam dilma ansia vomito,Positive,Positive
acho lindo vota dilma so bolsa familia vontade sair pra trabalhar ceis nao ne,Positive,Negative
dilma mulher nao capaz responder perguntas debate capaz gorvernar pais,Positive,Positive
sabe votos dilma sim sei entao sao pessoas bolsa familia,Positive,Negative
confirmando indices agora sartori deve ganhar meio tranquilo segundo turno dilma tera disputa bem complicada,Positive,Positive
melhor voces quetar ppk ai dilma nao faz nada presta provavelmente vai ganhar novo culpa todos vcs,Positive,Positive
dilma aecio melhor orar futuro brasil,Positive,Positive
olha nao gosto nenhum candidatos presidencia so pensar dilma pode cair ja anima ai opaaa,Positive,Positive
boa prefiro dilma aecio cara so vai governar pra rico,Positive,Negative
ultima coisa falarei vcs reclamam dilma sao mesmos postam foto espelho mostrando iphone vcs n precisam ajuda,Positive,Positive
votou dilma merece fuder bonito,Positive,Negative
pessoa grita psol diz nao fervorosamente vale ressaltar dilma vota lindbergh ta certo ta certo,Positive,Positive
ta hora marina reconhecer derrota confessar tudo armacao lula sempre pt vai apoiar dilma ralatucanada,Positive,Positive
engracado todo mundo fala mal dilma blablabla vai ver resultao plou ta liderando,Positive,Positive
sim vei ta aecio nao nenhum santo dilma porra,Positive,Positive
obrigado todos vcs votaram dilma agora sao quatro anos sofrimento traduzindo vcs sao igual,Positive,Positive
prefeitos minas colegio q dependem financeiramente governador pimentel tenderao apoiar dilma nao aecio,Positive,Positive
doce ironia mg aecio sai la aprovacao menos apoio dilma,Positive,Positive
parabens excelente pra sp pro brasil agora pra cima dilma turno,Positive,Positive
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnosp eleicoes,Positive,Positive
dilma melhor aecio nao chance pra,Positive,Positive
aecio tao bosta quanto dilma ainda melhor anos pt poder,Positive,Positive
dilma vai cair fia,Positive,Positive
dilma ganhar vai ser bom ja aecio ganhar fazer n contente brasil livre pra sair hora quiser,Positive,Neutral
dilma eh melhor opcao,Positive,Positive
aecio tambem realmente bom dilma estar ganhando minas gerais mostra quao bom governador,Positive,Positive
aecio nao melhor dilma vagabundos eleito vai acabar brasil prestem atencao,Positive,Positive
engracado babam ovo vivem falando aecio mudou mg aecio fez porem ta perdendo pra dilma la dentro rs,Positive,Positive
nego protestou p caralho deu revolucionario black block crl agora vejo dilma pezao frente disputa puta pariu,Positive,Negative
possivel reeleicao dilma bh fica quatro anos duas linhas metro sao prometidas desde nadava esperma,Positive,Positive
insisto es una buena noticia el dolar oficial en argentina una primera vuelta muy buena dilma aseguraba un real x dolar,Positive,Positive
aecio menos melhor q dilma,Positive,Positive
q admira sapatao q nema dilma nao ter posicao relevante relacao lgbts,Positive,Positive
tb acho dilma tb ganhou la aecio ainda governava expressivo sim ate pq mg segundo colegio,Positive,Positive
segundo turno vai ser aecio dilma puta merda vcs sao burros,Positive,Negative
dilma cara afk ranked aecio kill pro time inimigo assim nasce fica repetindo,Positive,Positive
pimentel pt eleito governador minas gerais lado positivo dilma nao tera palanque p turno mg,Positive,Positive
dilmapravencer euvoteimarina dilma aecio apurado presidanta aecio marina lula fidel,Positive,Positive
boca urna presidente dilma aecio marina acompanhe vivo,Positive,Positive
alguem mora sao paulo recebeu algum desses panfletos dilma sendo distribuido correio,Positive,Positive
assim dilma ganhar voces sao acefalos,Positive,Positive
dilma crlh nao aceito sifuder,Positive,Positive
pra voce ver quao merda sao outros candidatos to longe achar dilma ideal brasil dentre,Positive,Positive
parem saiu ruas votou dilma pessoas insatisfeitas eleitores dilma sao grupos distintos,Positive,Positive
acho marina apoia dilma segundo turno ver formas governo sao parecidas,Positive,Positive
voces sao cinicos explicar perdeu base dilma pt perde rs df bases nada cobram,Positive,Positive
ja confirma turno dilma aecio neves numeros sao dilma aecio eleicoesal eleicoes,Positive,Positive
quero agora ver briga dilma aecio pra conquistar apoio marina,Positive,Positive
rio fechou dilma legal eleicoes,Positive,Positive
vou morar pra argentina aecio ganhar la deve ser melhor msm pq nao dilma presidente,Positive,Neutral
acho turma blackbloc vemprarua nao sao msm votaram hoje dilma aecio lideranca fingiram bem esqueceram,Positive,Positive
segundo turno dilma x aecio dis candidatos preparados melhor primeiro turno ver flop marina,Positive,Positive
mim lula razoavel pra bom melhor fhc dilma lastima pior dois,Positive,Positive
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnoba eleicoes,Positive,Positive
joao paulo armando monteiro sao lado dilma levou lavagem levaram surra ai nao entendo,Positive,Positive
pensem lado bom antes dilma fidelix ne,Positive,Positive
nao sinto culpada ter ido protestos ano passado hoje apoiar certa forma reeleicao dilma melhor aecio marina,Positive,Negative
voces sao riquinhos iphone comida mesa todo mes claro nao sabem quanto dilma ajudou pais verdade,Positive,Positive
vcs tao reclamando to feliz ser dilma novo pior ta nao vai ficar menos melhor,Positive,Negative
nao espera danilo gentili tao inteligente diz votou dilma rousseff,Positive,Positive
marina apoiar aecio ja pra dilma,Positive,Positive
depende la diferencia dilma y aecio si es mucha sera depreciacion del real y caida bovespa,Positive,Positive
dilmapravencer euvoteimarina dilma aecio apurado presidanta aecio marina regina duarte,Positive,Positive
dilma aecio marina barcelona real madrid,Positive,Positive
milhoes sao votos diferenca dilma rouseff aecio neves dois irao turno ja somam votos apurados,Positive,Positive
eleicoes sao paulo aecio milhoes votos dilma dilma milhoes bahia,Positive,Positive
onda protestos pra nada dilma reeleita nao vai ser prova brasileiros sao bando trouxas,Positive,Negative
faco faculdade particular moro bairro nobre sul cade vcs dizendo votei dilma bolsa familia,Positive,Positive
estado minas diz ter sido melhor governador povo elegeria dilma tanto adoram,Positive,Positive
agora q pessoa acha superior pq acha dilma despreparada q brasil ta merda rsrsrs,Positive,Positive
legitimo nordeste votar eleger dilma legitimo questionar politica elege eternamente identica sarney acm,Positive,Positive
parabens p vc nao to sendo ironica ta parabens qualquer coisa melhor q dilma,Positive,Negative
segundo turno delineado apesar restricoes aecio sao infinitamente menores dilma agora voto aecio,Positive,Positive
maioria reclama dilma adolescente ve tudo tv ainda diz revolucionario,Positive,Negative
diz quer brasil melhor vota aecio dilma,Positive,Positive
eleicao agora dilma aecio perderao votos primeiro turno votos marina sao variados favorecem levemente dilma,Positive,Positive
certo aecio corrupcoes dilma,Positive,Positive
todos votaram dilma lei newton toda acao existe reacao so nao cobrem proprio persistente erro,Positive,Positive
voces sao tao desnecessarios quanto vitoria dilma,Positive,Positive
todo mundo reclamou dilma nao fazia porra nenhuma agora votam nela pf ne galera bom senso,Positive,Negative
dilma aecio brasilmarina agora vamos apoiar aecio tirar ptista poder forapt foradilma,Positive,Positive
mineiros nao adoram dizer aecio maravilhoso etc pq dilma ta liderando mg to entendenu nada,Positive,Positive
apenas todos empresarios sao contra dilma sabemos porque,Positive,Positive
nordeste so vota dilma ne obvio pq facil fazer filho receber bolsa familia trabalhar,Positive,Negative
escuta aecio otimo governante minas tanto ta perdendo p dilma estado,Positive,Positive
marina nao ira declarar voto certeza psb sim conheco ira apoiar dilma,Positive,Positive
olha nao queria dilma novo melhor aecio vamos combinar vida ta foda,Positive,Negative
nao quero dilma gente vcs realmente acham neoliberalismo aplicado aecio vai melhorar coisas,Positive,Positive
queriam mudancas ta certo aecio melhor dilma tbm vai ser tudo igual brazil is ready to austin mahone,Positive,Positive
aecio ganhando fortemente dilma sao paulo,Positive,Positive
dilma novamente melhor psdb aecio so acabou pais assumirem brasil pena,Positive,Positive
aecio so precisa usar estrategia dilma fazer mesma pergunta voces acham podem gerir melhor real criou,Positive,Positive
marina apoiar aecio acho ainda chance ganhar apoiar dilma vai ser baita filha putagem,Positive,Positive
entao vcs acham aecio melhor dilma so rindo,Positive,Positive
amigo aecao cada palavras falava mg la dilma ta ganhando novo governador pt hein,Positive,Positive
incrivel ainda gente surpreso dilma lideranca,Positive,Positive
gente lindo dilma poder tirar pt poder colocar pessoa nao vai fuder classe porra,Positive,Negative
alguem faz infografico pra mim dilma aecio tentem convencer sao diferentes favor,Positive,Positive
mesmos odeiam mgf deixa bahia margens falencia declaracao reub sao mesmos apoiam dilma deixar,Positive,Positive
dia encontrar dilma vou xingar tanto,Positive,Positive
porcentagem aecio caindo certeza continuado bom governador minas tava empatando dilma,Positive,Positive
menos povo sao paulo inteligente votou aecio maioria nao dilma,Positive,Positive
senti orgulho brasileiros protestos contra governo ai eleicoes dilma vai pro segundo turnonossa legal trouxas,Positive,Positive
melhor aecio dilma to achando vai levar,Positive,Neutral
ate presidente botafogo sendo presidente brasil melhor dilma to brincando gente,Positive,Positive
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnors eleicoes,Positive,Positive
sobre vces votaram dilma vces sao otarios assim fazem curso,Positive,Positive
pensem lembrem q psdb fez brasil dilma melhor aecio acordem,Positive,Positive
nao centavos sao aviao vc derrubo bolsa familia bolsa puta bolsa escola padrao fifa dilma vadia,Positive,Positive
serio noticia li agora estado sao paulo ate momento aecio dobro votos dilma sera,Positive,Positive
lembro tanto neguin pagando revolucionario epoca copa pa agr chupando dilma,Positive,Positive
realidade brasileiro contenta pouco so pq dilma fez monte bolsa caralho mulher melhor poupem,Positive,Negative
aecio melhor dilma,Positive,Positive
nao fa psdb acho tao corrupto quanto pt ser sincero melhor anos dilma olha ser pensa,Positive,Positive
apuracao tempo real ce dilma lugar urnas apuradas placareleicoesuolbrturnoce apuracao estado eleicoes,Positive,Positive
sei acabou minas garanto dilma nao melhor solucao,Positive,Positive
votarei nele so pra ver dilma rousseff cair,Positive,Positive
infelizmente aecio dilma sinceramente eh melhor aecio,Positive,Negative
melhor dar tucanada pra voces rt separem nordeste brasil deem dilma presente pra ja querem tanto,Positive,Positive
dilmapravencer euvoteimarina dilma aecio apurado presidanta aecio marina trilhos,Positive,Positive
facebook todos odeiam dilma poucos sao apoiam menos aprovam governo,Positive,Positive
dilma ganhado aecio minas,Positive,Positive
melhor dilma ne gabs hahahah,Positive,Positive
todos ali dilma melhor miga,Positive,Positive
ok n sei politica dizer q dilma melhor q aecio icon lindo amei,Positive,Positive
engracado vaiaram dilma copa votaram nela hoje melhor nao ter vaiado,Positive,Positive
amigo governo dilma muita corrupcao escandalos,Positive,Positive
pra ser sincero nao acho ganha acho dilma reelege anos pt governo,Positive,Positive
gigante acordou ainda votou dilma melhor ta dormindo,Positive,Neutral
faz apoiar dilma segundo turno,Positive,Positive
ignorancia galera aecio dilma melhor deixar merda q ta q afundar,Positive,Positive
aecio nao bom pernambuco dilma deixou ser marina tambem nao entao tamos lascados,Positive,Positive
dilma bem melhor aecio disse tudo,Positive,Positive
marina vai apoiar aecio prepara dilma mudabrasil,Positive,Positive
vou super apoiar dilma nesse turno pq psdb nunca,Positive,Positive
alguem vota dilma condicoes brasil encontra hoje dia vcs sao burros,Positive,Positive
voces votaram dilma sao uns otarios,Positive,Positive
bom queridos ja agora dilma aecio,Positive,Positive
eleicao ta facil pro aecio nao precisa propostas so continuar criticando dilma casos corrupcao,Positive,Neutral
acho lindo ver voces odiando dilma coisa culpa governo estadual favor prossigam,Positive,Positive
ai urnas nordeste sao apuradas dilma abre ashuashiaushuiahsiuahsuhaishuiashuiahsuiahsiuahsiuhasuhuashiuashuias,Positive,Positive
fiel dilma nao leva nada youtubewatch v rdk sjkno,Positive,Positive
apuracao tempo real to dilma lugar urnas apuradas placareleicoesboluolbrturnoto apuracao estado eleicoes,Positive,Positive
acho facil votarem dilma,Positive,Positive
gente sei q nao ha outra opcao aecio mil vezes melhor dilma ne reinado dilma ja deu renova,Positive,Positive
pareco confiante aecim acredito dilma leva segundo turno,Positive,Positive
pensa assim melhor dilma ganhar aecio ganhar,Positive,Neutral
to rindo aqui tao bom pra minas ta perdendo pra dilma tbm minas nao concordo governo,Positive,Positive
brasil nao quer mudar apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnosp eleicoes,Positive,Positive
achava vem forte votacao expressiva rejeicao dilma bem maior q,Positive,Positive
vcs tao zuando marina torce pra apoiar dilma nao ja sabe ne,Positive,Positive
melhor ei dilma vtnc desde copa mundo ainda frente,Positive,Positive
x razoes pra nao querer dilma anos melhor todas simples alternancia poder base democracia,Positive,Positive
engracado brasileiro fez porrada protesto falando gigante acordou vota dilma,Positive,Negative
gente falando q dilma eh melhor opcao,Positive,Positive
nao veii vota aecio td melhor q dilma so n deixa d votarrr,Positive,Positive
dessa vez nao dilma votei senhora votarei novo turno leva sao tucanos,Positive,Negative
sao paulo decepcao total sao paulo cheiro fraude eleitoral aecio dilma,Positive,Positive
marina apoiar aecio segundo turno ja pra dilma,Positive,Positive
continuo tranquilo presidente pesquisas erraram feio porem erro relacao marinaaecio margem dilma confirmou,Positive,Positive
nao gosto nada dilma melhor aecio cara cu frouxo,Positive,Positive
votassem coitado eymael nao dilma,Positive,Positive
voto nao dilma nunca sera aecio portanto voto ja decidido segundo turno,Positive,Positive
vcs tao ai adorando dilma nao consigo ver vantagem nela ganhar aecio ganhar desses dois prefiro euzinha governando,Positive,Positive
cada eleitor entendesse antes dilma marina saberia ser votador inteligente aecio nesses putostravestidos pt,Positive,Positive
voces estao parabens mostraram quanto sao babacas votaram dilma novamente,Positive,Positive
agora marinona vai apoiar aecio entao acho dilma nao ganha ano,Positive,Positive
engracado dilma sendo sapatao nao apoia tanto gays arrombada,Positive,Positive
nao acredito dilma recebeu tantos votos assim cara voces sao tao incoerentes,Positive,Positive
nao sei quao melhor aecio deixa ser dilma acho nao esperava porcentagens primeiro turno hein,Positive,Positive
motivos pra aecio ser melhor q dilma vc entao,Positive,Negative
aecio tao bom minas dilma ta frente cade aprovacao,Positive,Positive
dilma ganhar ano sao anos pt certeza,Positive,Neutral
to aqui torcendo pra dona marina apoiar aecio so pra ver perninhas dilma comecarem tremer medo,Positive,Positive
dilma so recebeu voto pessoas sao manipuladas bolsa familia,Positive,Positive
aecio fala bem demais dilma preparar pra nao cair armadilha deste cheirador legal sal vai rsssssssssss,Positive,Positive
dilma bateu aecio mg hahahah brasil x alemanha derrota surpreendente ano,Positive,Positive
el objetivo evitar dilma ganara en vuelta y lo lograron dividiendo la izquierdasubestimo la derecha,Positive,Positive
dilma deve estar planejando queda aviao cuidado aecio,Positive,Positive
pq vc nao vai morar disneylandia q sao estados q votam dilma,Positive,Positive
acho inteligente vota dilma vota alkimin,Positive,Negative
dilma aecio foda vou morar jamaica voces sao uns filhos puta,Positive,Neutral
nome daquela doenca faz pessoas votarem dilma aecio ainda tirarem foto disso algo bom,Positive,Positive
mesma galera qur tava rua votou dilma achei inteligente,Positive,Negative
engracado todo mundo fala mal dilma blablabla vai ver resultao plou ta liderando,Positive,Positive
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnorn eleicoes,Positive,Positive
ai viro pra min falo q dilma nao roba,Positive,Neutral
aecio governante tao bom perdendo dilma minas gerais,Positive,Positive
preocupante q dilma aecio ver marina sim cair cu bunda,Positive,Positive
povo outros estados acham q aecio melhor dilma,Positive,Positive
supero en su calculo optimista gana dilma igual creo pero la va sufrir,Positive,Positive
foda dilma x aecio quero saber messi x cristiano melhor,Positive,Positive
nao sei retardado pessoa q votou marina votou dilma sinceramente,Positive,Negative
nojo sinto olho resultado incrivel raiva tomando conta momento dilma pezao ganhando,Positive,Positive
to vendo numeros nordeste dilma mto forte la,Positive,Positive
votou dilma sao familias gigantes nao nenhum opiniao politica formada so sabe midia passa nao facam,Positive,Positive
votou naquele morreu melhor dilma,Positive,Positive
desculpem votei marina n vou apoiar aecio dizendo voto dilma aecio sulista nao apareceu nordeste,Positive,Positive
vcs sao troxa visto dilma ficaria primeiro iria pro segundo turno,Positive,Neutral
boa gente vcs acham dilma melhor aecio,Positive,Positive
aecio ganhar tempo voces verao melhor ter deixado dilma podem anotar brasil vai falir,Positive,Positive
posso nao saber politica ce pega dilma aecio pra comparar ta cara melhor ne gente,Positive,Positive
parece voces nao entendem melhor nessa eleicao dilma mano parem ser modinha querendo pagar cool odiando pt,Positive,Negative
nenhum tres primeiros candidatos sao bons nao but males ali dilma menor desses males,Positive,Positive
aecio neves le sacando ventaja dilma en sao paulo,Positive,Positive
resultado surpreendente ate agora ultima pesquisa dava dilma aecio marina ta dando,Positive,Positive
nao aceito dilma aecio pro segundo turno,Positive,Positive
disse pra mim q sao povo nordeste votam dilma,Positive,Positive
milhoes votos marina voto pra caramba eim dilma pegar menos milhoes votos ja bom tamanho,Positive,Positive
segundo turno dilma perde bom ser aecio todos votaram outros votam nele,Positive,Negative
ia luciana dilma logo agora pra tentar evitar acontecendo agora,Positive,Positive
dilma melhor aecio,Positive,Positive
calma vc ta nervosa igual dilma,Positive,Positive
sao dois candidatos incompetentes dilma so quer copa aecio entorpecentes np,Positive,Positive
todo mundo ja sabia ia dar dilma aecio continuam reclamando pq brasileiro so reclama nao faz bosta nenhuma real,Positive,Negative
brasil la segunda vuelta dilma misma escogio caminar el borderline pero le lo sensato aunque taaanto,Positive,Positive
chato turno aecio dilma nao vai ter bate boca baixaria muita forninho caindo,Positive,Positive
tao falando sobre aecio nao ter vencido minas gerais diferenca pra dilma pouquissima aecio reeleito,Positive,Positive
jeito pt atacou durante toda campanha dificilmente vai apoiar dilma,Positive,Positive
qalqer coisa ia ser melhor q dilma sro,Positive,Positive
melhor dilma aecio aecio dilma ja roubou demais socorro huahushuahuhsua,Positive,Positive
sao contextos diferentes relevante lembrar deu dilma certa tranquilidade turno,Positive,Positive
dilma frente parabens povo brasileiro voces sao ricos,Positive,Negative
empate tecnico pontos menos dilma datafolha ibope sabe nada inocente,Positive,Positive
sao paulo cheiro fraude eleitoral aecio dilma,Positive,Positive
dilma aecio dupla dinamica suja mal lavado,Positive,Neutral
dilma aecio fico aecio pq confiavel fez minas lugar melhor,Positive,Positive
menos vai pra segundo turno ai dilma perde legal,Positive,Positive
proxima vez nao mande dilma tomar cu so nao votar nela educado desrespeitar lider,Positive,Negative
gigante acordou piada ne brasil vcs sao completamente acefalos votarem dilma,Positive,Positive
aecio neves dilma rousseff segundo turno vergonha sao simplesmente piores candidatos,Positive,Positive
