"","text","comment_id","sentiment"
"2917","hipocrita e errado",7040,-2
"2918","alguem andou lendo biblia jeito errado pedro cortou orelha soldado romano jesus imediatamente repreendeu colou orelha homem volta a biblia diz alguem estapeia face de outra face bata de onde tirou tanta merda",7043,-1
"2919","tao triste ver cristaos apoiadores jair bolsonaro que tipo amor pregando amor proximo twitterjairbolsonarostatus",7045,-1
"2920","esse ai e ideal segundo pessoal jovem pan la   holocausto e culpa jair bolsonaro primeira e segunda guerra tb ai vai",7047,0
"2921","quero deixar claro voto bolsonaro ser menos pior oq restou consequencias politicas ultimas  decadas construidas vcs mesmos entretanto compactuou mentiras discurso religioso encobre mazelas be suja",7049,-1
"2922","impressionante se bastasse vc dizer direita pensa ta querendo agora dizer penso vc erra cara",7053,1
"2923","mesmo assim fundo continuo esforcando ser bom amigo gay homofobico nazista transgenero eleitor quer casar matar pq la fundo coracao sempre vai estar la ladinho mayra",7054,1
"2924","como pode acusar outros faz feio ser honesto e melhor",7055,1
"2925","patriota favor entrega mao beijada riquezas patria e dinheiro cria vergonha cara",7056,1
"2926","por bom voltar materia ospb organizacao social politica brasil pras escolas povo sabe oq e governo",7057,1
"2927","retweeted jair bolsonaro sao paulo maio a marcha jesus brasil acima tudo deus acima todos gxom twitterjairbolsonarostatusvideoutmsource",7058,1
"2928","falei alguma mentira e sensivel demais",7059,1
"2929","tranquilo demagogo questionei mito bem la fundo sabemos ambos seguem deus porem sentam mesma mesa",7065,3
"2930","tratandopolitica economica sociologia urbanismo sim a crenca deus minha eu imponho fe sobre demais eu moro estado laico opcao logo devo respeitar circunstancias a liberdade acaba onde comeca outro",7066,0
"2931","se alguem ferir face direita oferecaoutra mateus  eu acredito aqui trata sobre vinganca pagar mal mal minha duvida teologica e aplica legitima defesa senao policial cristao poderia exercer funcao",7070,-1
"2932","apoiou caos instaurado pra agora pagar defensor povo imbecis acreditam",7071,1
"2933","sou crista acho estado deve ser laico sim jesus disse cesar e cesar deus e deus",7072,0
"2934","mas debater cara e bom nada bolsomedo",7073,1
"2935","apresentar proposta agora e ilegal",7075,-1
"2936","desde regulamentar e censurar bolsonaro disse direita espalha odio hj e gracas lula esquerda",7081,-1
"2937","mateus  guarde espada disse jesus os usam espada morrerao espada joao  jesus porem disse pedro guarde espada volta bainha acaso beberei calice pai deu questao escolha livre arbitrio apoio",7084,0
"2938","seu nordeste cai asno nordeste quer e f",7085,-1
"2939","muita gente sim pedindo intervencao uns petistas contas fakes passando intervencionistas tentando denegrir bolsonaro chamando traidor coisa tipo",7086,0
"2940","ele e catolico porem catolicos evangelicos convergem ser cristaos",7087,0
"2941","entao pedindo intervencao comunistas que tipo toxico utiliza",7089,-1
"2942","ganhou segundos fama rapaz vote jair comparar e desonestidade intelectual",7091,0
"2943","ganhou segundos fama rapaz vote jair comparar e desonestidade intelectual",7092,0
"2944","vc e crista estado laico acima deus",7093,0
"2945","curioso vc falar voce acha bolsonaro eleito pode fazer esquerdista maduro fez jw quer youtubehezreagq nao vejo bolsonaro outro direitista dizendo vai regulamentar midia youtubeanfgvezpq presidiario lula fala",7097,0
"2946","tu e retardado so tira voto porque decidi voto nele semana antes pq peitou eleitores maria rosario nao compare assassino covarde twitterdrdanielsalesstatus",7098,1
"2947","resposta pra galera esquerdista seria bom dividir pais socialista lado outro capitalistas queria ver arrependeria rapidoescolher lado paz amormaconha",7099,1
"2948","ensinamentos jesus segue coloca brasil acima tudo continencia pra bandeira americana bateu ridiculo",7104,-2
"2949","tem q desenhar impressionante a maioria sabe entender obvio",7105,1
"2950","tem q desenhar impressionante a maioria sabe entender obvio",7106,1
"2951","o economista paulo guedes e fenomeno a foice sao paulo continua sendo latrina comunista cheia merda corte toda verba demais comunistas vpsaho",7108,1
"2952","abre olho pro golpe usando caminhineiros bolsonaro chorao e apoador caiado ingressou proposta gglobopoliticanotic iasenadoaprovaregraseleicaoindiretacasovacanciapresidenciaghtml",7109,-1
"2953","jesus seguro sabia ia acontecer tanto e adverte dizendo alem disso ensinava se alguem bater direita dar tbm outro lado face parafraseando toda forma quero descutir biblia perdao ofendi algum momento",7112,1
"2954","nos jornais tv imbecil igreja agora e covil malandros todo mundo buscando boquinha pq evangelico faz lider manda",7113,-1
"2955","e pior e bolsonaro maior defensor mesma atacada mulheres esquerda",7114,0
"2956","eu acho interessante quanto resta empenhada recentemente desmascarar bolsonaro foda q conta pessoas egoitas q brasil nunca vai pra frente sempre mostrando q brasileiro segundas intencoes",7117,2
"2957","tudo e boa discussao acontecer campo ideias eu respeito crenca pessoas pois dialogar pensa diferente gente faz crescer evoluir menos substancial confirmar proprias assertivas abc",7118,0
"2958","ta cagando digo se porque respondendo alem isento e incoerente",7121,-1
"2959","ano vem vao gritar bolsonaro",7123,-1
"2960","perfeita colocacao mas jesus e onisciente poderia telo impedido advertido antes feito fez talvez poder pudesse ser manifestado reconhecido atraves cura talvez angustiado sentiu seguro lado pedro dois",7125,0
"2961","essea dai adoram centrao mdb vao acabar elegendo ciro assim qdo brasil virar brazuela vao fazer sonsos",7127,-2
"2962","dente dente ficou traz sentido banal vinganca nao sentido justica saibamos instituida lei pune morte certo delito comete delito assina propria sentenca morte tirando maos outros sangue",7129,0
"2963","retweeted magno malta na marcha pra jesus hoje tarde milhares pessoas marchando favor vida comigo esposa amigo ao contrario facebookrenanpinheroposts",7133,1
"2964","o motivo e simples misturam gente simples querem ser confundidos gente simples",7134,0
"2965","sido dificil politicos compreenderem dimensao social filho deus outrora revelou humanidade",7136,-1
"2966","eu ia votar vcestar ai evento religioso faz refletir devo crista nao apoio mistura politica religiao",7137,-1
"2967","amigos precisamos divulgar urgente aconteceu comigo aqui casa fabio diniz numero   internet orm globo nome bolsonaro ontem pessoal orm mudou lula livre xlhcoao",7141,0
"2968","corrupto pensa salario fim mes resposta urna",7144,-1
"2969","tal expressao convoca cristao acao politica interceder autoridades constituidas esta postura agrada coracao deus a biblia e fe ha muita razao preceitos deus e grande politico jesus portanto",7147,0
"2970","so acho interessante q recentemente tanto quanto ruela ai n perdem oportunidade tentar difamar so gostaria saber motivaao",7149,0
"2971","ter politicos profissionais estimacao e opcao daqueles q iludidos c sistema urnas bolivarianas smartimatic patriotismo acima politicos militares intervencionistas ser politico profissional e excelente negocio tem manter viu o",7150,1
"2972","exato matar outras pessoas e proibido notelogo apos dez mandamentos vem especie codigo penal hebreus existe nele direito matar legitima defesa noite diversos casos pena morte em canaa hebreus massacraram povos",7154,1
"2973","se jair bolsonaro apto assumir presidencia saberia disso ficaria prometendo surge ai falsa promessa",7156,1
"2974","pra vc entender e direita primeiramente vc precisa saber q direita pensa igual acreditam pacote fechado esquerdanao basta ser socialista acreditar golpe tem desejar lula livre tem ser contra armas favor drogas etc",7159,-1
"2975","razao tal expressao talvez faz sentido e ensinamento biblico cristaos orarem paz israel contextualizando e orar paz brasil estados municipios isto e amar proximo",7160,1
"2976","falando espelho faz cagada hombridade assumir errou repito xingar ofender menosprezar gritar cuspir dar block nunca nunca atestado conhecimento melhore argumentos evasiva acusar faz conta",7162,-1
"2977","mais motivo pra votar bolsonaro",7167,-1
"2978","voce deturpando post comparacao ambos forma cegamente pra denegrir pois comparacao alguem motivo plausivel acusa faz procure post defendo fico gritando mito eu cetico tampouco cego",7171,2
"2979","nao vamos confundir coisas ne nao e porque jesus veio mundo cordeiro manso matadouro vou sair recepcionando bandido casa se defender defendo independente fe",7172,-2
"2980","ta ficando feio demais temos mandar todas mentiras equipe bolsonaro usar debates",7173,0
"2981","cristao catolico protestante ja leram biblia pena morte e bencapena morte sei estariamos aqui",7174,0
"2982","eu proprio censurado expor opinioes probolsonaro postagens mbl eu sei porque primeira vez comentei postagem ultima o arthur e duas coisas capacho mbl capachos esquerda e cara extremamente cego",7181,-1
"2983","nao vejo dessa forma se vc perguntar amanha posicoes continuarao mesmas enfim consigo entender visao acho hipocrita os comerciantes templo e enojam",7190,-1
"2984","entao explica jair ficou limpo tanto tempo partido maluf em pleno petrolao",7201,0
"2985","engracado criticam bolsonaro ser cristao defender pena morte bandidos e tao favor vida assim porem defende aborto",7204,1
"2986","coitado jesus",7208,1
"2987","eleitores coragem admiti e racista machista homofobico medo defende ser desse nivel",7212,-2
"2988","nao tao puritano quanto vc alias bolsonaro  anos meio porco sujou agora",7213,0
"2989","lembrando e opiniao cristao",7215,0
"2990","nao gosto uso politico religiao entretanto agenda esquerda e destruir tudo preservamos familia acabamos aceitar situacoes ja politica atual tudo e   vc posiciona toma vamos onda entao ne que cristao votem bem",7218,0
"2991","vendido",7224,-1
"2992","uma vez extrema direita poder cacaram todos concordem liberal comunista afinal vc conhece alguem direita",7234,0
"2993","no youtube disponivel youtubewatchvrulv pazts",7235,1
"2994","certamente militares voto porque defendem povo oprimido governistas corruptos",7236,-1
"2995","tu problema mental e canalha",7237,-1
"2996","palhacada igreja dita evangelica corrompeu fala familia ja terceira familia nao sabe administrar familia acabou duas sera adulterou filho sendo processado violencia contra mulher racismo",7238,0
"2997","nenhum tentou consertar nada entao deixa cara tentar de bolsonaro eleito povo decidir fechar congresso dissolver stf apoio militares vc vai fazer passeata reclamar disso bom plano a jair bolsonaro",7239,1
"2998","de maio  maio  bndes gastou r trilhao empresas oi ebx odebrecht brf jbs neste periodo bolsa familia recebeu menos r  bilhoes para cada r  gasto pobre gastou r  empresarios burgueses lula dilma",7241,-2
"2999","o povo carente capitao coloque brasil rumo desenvolvimento concorda comigo levante mao",7245,-1
"3000","vamos calma pouco pouco ficha vai cair tem gente quer candidato almofadinhadireita doutorado phd tudo o povao quer candidato honestofamiliavalores conservadores reune tudo apoio ffaa ",7246,2
"3001","fiquei triste video falando caminhoneiros verdadeiros guerreiros podemos contar exercito brasileiro",7248,-1
"3002","se vc vagabundo vai precisar matar",7250,-1
"3003","tem preso dizendo e gopi",7255,-1
"3004","hernandes falando de amor eh justamente esse amor tresloucado inconsequente hipocrita sem sentido que esta acabando com a civilizacao ocidental europa afundando por amor aos imigrantes criminosos brasileiros praticando impunidade por amor aos bandidos oprimidos",7257,-6
"3005","seu desespero comentando varias vezes mostra q fundo vc sabe q vai ser presidente q vc eh imbecil hahah",7258,-1
"3006","ditador filho demonio enviando ajuda humanitaria alimentos cuba deixando povo fome venezuela enviem tropas militares venezuela twitterresistenciav status",7260,-1
"3007","eu sei q e vc xinguei maluco q confundiu tudo",7264,-1
"3008","nao disse corrupto estimacao",7267,-1
"3009","demagogo falso fingido",7270,-3
"3010","senhor pence venezuela existem militares presos politicos torturados ditador direito ver familiares birlfz",7271,-1
"3011","o cara jair bolsonaro e adorado todos caminhoneiros conheco moro cidade caminhoneiros ja reuniu monte vezes aqui sulqueriam fizessenegasse apoio  categoria apoia",7277,1
"3012","jovem pan jair bolsonaro caminhoneiros youtubeyfhvkpfcf via",7278,0
"3013","cortesia bolsonaro sao paulomaio a marcha jesus brasil acima tudo deus acima todos jair bolsonaro facebook videos",7279,1
"3014","meu amigo e pra criticar primeiro busque fonte video fala acho vc e melhor",7282,1
"3015","catolico dizcatolico preferiu ir marcha crentes cacar votos comemoracoes corpus christi",7287,0
"3016","o garante gay falou e vagabundo faz sexo meio rua parada gay hum",7290,-1
"3017","bolsonaro e anticristo um sr e sadico defessor torturadores representa nada cristao sabe significado cruscificacao jesus cristo acorda povo antes tarde",7291,-1
"3018","detalhe chamei ciro gomes hitler comentei discurso convincente alemaes epoca",7294,1
"3019","o povo e cego ate concordo comparar jair bolsonaro fernando collor significa boa visao um corrupto contra ficha limpa collor toda midia sistema favor bolsonaro e ignorado sabotado midia tvs comparacao infeliz",7296,-3
"3020","sai dai puxa saco pastor explorador fe alheia",7298,-1
"3021","tenho algo terrivel contar sobre raquel sherazade silas malafaia jair bolsonaro aguardem",7299,-1
"3022","jesus preconceituoso",7301,-1
"3023","o mane pensa antes falar onde viu defender bandido otario agira matar outra coisa imagino familia ocorrer algo pensamento sera",7303,-1
"3024","vai ganhar qualquer jeito",7304,0
"3025","petrobras lucro nois prejuizo nois paga nois e burro e e",7305,-1
"3026","acabei ver video sr jair bolsonaro  minutos to quase morrendo tanto dio e serio nunca vou cansar achar q e bolsominion come dejetos humanos",7307,0
"3027","junte seu amigo apoia somostodosbolsonaro o inimigo e esquerda podre comunistas imundos prestam wbnhldek",7308,1
"3028","problema eh limite e estoria fins justificam meios bom debate",7310,1
"3029","quanto ganhar merecem depende acha ganha merece a resposta explicacoes pergunta e quase identica",7311,0
"3030","lindo amamos israel",7314,1
"3031","o ditador envia ajuda humanitaria cuba povo morrendo fome venezuela comendo lixo cao twitterntnvestatus ",7318,-1
"3032","prova bosta pouco lichando estado democratico direito cuja laicidade e principio fundamental deus acima todos e pau alado deus acima quer acima",7319,1
"3033","desculpa nivel experimentamos governos fuderam pais quero mudanca radical  ah eleitor ptpsdb agora pmdb pq odiei sarney",7321,0
"3034","o entendo e lidera bahia sao paulo onde jacques wagner suplicy lideram senado respectivamente",7324,1
"3035","genteeeeeeee sempre catolico nunca disse diferente quem ta inventando merda ai pqp ate peido bolsonaro nego problematiza caraiiiii",7326,0
"3036","maria amelia teles dia coronel carlos alberto brilhante ustra homenageado jair bolsonaro votacao impeachment dilma rousseff pegou maos dois filhos edson teles epoca  anos janaina  levou sala onde",7331,1
"3037","catolico casado evangelica",7332,0
"3038","nao senhor catolico casado evangelica",7333,0
"3039","ele entendeu novo usa dinheiro publico pessoas fisicas financiam partido candidato tudo bem e dificil acreditar momento vivemos pessoas dariamos dinheiro pra partidopolitico pais melhor",7336,-1
"3040","esta do pegar raca ladroes aloja casa hipocrita",7337,-1
"3041","maldito homem confia outro homem assim escrito confie palavra deus e certa verdadeira ainda vc veja mundo despencar corromper ore pessoas pois sr tudo sabe vontade deus restabelecido n perca fe",7339,-1
"3042","seria excelente saida quais chances",7340,1
"3043","ta tendo stf mandando multar manifestantes midia podendo falar verdade policiais militares tendo q conter grevistas petroleiros chantageados quase  mil assassinatos ano passado  resolvidos deve ta ocupado reverenciando ladrao",7341,-1
"3044","jair bolsonaro marcha jesus sao paulo divulgacao achou gospel achougospelbr facebookachougospelpro ducoesvideos",7346,1
"3045","como e gay faz parte comunidade lgbt ahahahahaha gente direita tudo burro",7350,-1
"3046","o senhor amigo politicos rufioes fe nada nada menos",7351,1
"3047","covardia mentirosos mau carater define imprensa ordinaria tradicional cada vez forte",7352,0
"3048","deus e povo amigo deus falou elias ainda  curvaram baal",7353,1
"3049","jair bolsonaro programa joo kleber melhor entrevista feita youtubeumczkuro via",7354,1
"3050","os filiados amigos pessoas vc logo vamos dar bem nao e todos queremos alias filiar depositar confianca ideias partido minimo q quero retorno e dinheiro q demos bem pais melhor filhos",7355,0
"3051","quem fica tempo todo enaltecendo entendeu posso votar bolsonaro salvador",7357,-1
"3052","humildade e tdo um politico corrupto jamais tranquilidade andar ai tanta normalidade futuro presidente brasil melhor jair acostumando jair bolsonaro ",7358,0
"3053","em creio confio deus creio ele usa pessoas realizar seus planos creio ele usando bolsomito mas creio deus usa permitem ser usado ele povo brasileiro mostra cada dia no quer deus triste",7360,-1
"3054","concordo veja hj roleta russa amanha coitadinho resolve q deve viver sentencia morte vai preso familia recebe ajuda direitos humanos considera coitadinho e pena morte e ruim mata coitadinhos",7361,-2
"3055","presidente cortar  ministerios corte radical gastos investir alto educacao saude seguranca incentivar producao incentivar agricultura intensificar caca corrupcao trazer producao diesel volta pro br proteger riquezas",7362,0
"3056","vila chamou intervencionistas ignorantes chame corrupto porra",7363,-1
"3057","esse samba e pra presidente vai ser eleito  turno pq e patriota pq e honesto pq e ser humano saudade rio janeiro forca youtubefkqcscgcdu",7364,3
"3058","pra mim facebook virou caras versao digital sempre igual fala lata umas verdades ok sirvo pro face pois bando fdp q conheco dando santo dai resolvi sair pra vomitar twitterbopressorst atus",7367,0
"3059","como esquerda vai portar diante exposicao foro sao paulo durante eleicoes porque e certo ira expor realidade brasil realidade imprensa velhaca oculta certamente ira distorcer verdade exposta",7368,3
"3060","certamente concordava alguem matar pessoa tela roubado estuprado realmente bandidos protecao maxima inocentes continuamos sentenciadomorte",7369,-2
"3061","este bolsomason ta enganado povo direitinho",7376,-1
"3062","foi resposta obtive novo perguntar sobre legalizacao maconha votar partido vai deixar questoes tao importantes tem definir posicao partido transparencia coragem fala categorica",7380,-3
"3063","quem e vc filhinha dizer deus deve deve fazer jesus morreu pq falou verdade mundo n suporta verdade mundo aceita conveniencia s vender qualquer preco jesus provou q jamias escravo mentira livre p eternidade falando verdade",7381,0
"3064","saberia melhor sobre biblia passado tanto tempo dando c",7387,0
"3065","jesus deixou pedro decepar orelha soldado arma so curou",7388,-1
"3066","globolixo disse vaiado canalhas twittermagnomaltasta tus",7390,0
"3067","o bolsonaro militar agora politico nunca enfiou igreja usando nome deus pra enganar fiel os outros fazem seculos usar fe pessoas negocio muita canalhice",7391,2
"3068","procura saber quais sao projetos quais sao beneficio populacao geral mais bem povonao historia andar armado poder matar",7392,2
"3069","ai poe vivo n painel opiniao ela oprime pouco e verdade alias diz a verdade acima de tudo",7394,1
"3070","marchaparajesus doria para jesus marchando aquele megaigrejas jatinhos particulares das banheiras ouro odeia pobre preto so pode ser brasilpaislaico",7397,-1
"3071","o parece desequilibrado nesse video parece fake editado esse sujeito e candidato presidencia republica inacreditavel twittergallinarista tuss",7399,-1
"3072","o presidenciavel jair bolsonaro ajustar discurso atrair evangelicos osulbrpresidenciav eljairbolsonaroteraajustardiscursoatrairevangelicos apostolo jairbolsonaro marchaparajesus ou",7400,1
"3073","nao fale confie deus leal lealdade dura sempre sei sonhamos pais organizado acima tudo creia espirito jesus olha justo mundo e passageiro esperanca acaba deus espirito nunca descepcionara",7401,3
"3074","sr deputado ameacado morte eu fiz denuncia registro ocorrencia n responsavel clovis guimaraes valle sobrinho sr deputado porque a delegacia nao enviou documentacao juizado fiz outra denuncia parece tampoco vai rolar",7402,1
"3075","hipocrita",7403,-1
"3076","nossa arrogancia e pecado serio q vc falando nome deus",7406,0
"3077","oh idiota q ver coisa outra ha padres comunistas vai ler",7408,-1
"3078","oportunista",7409,-1
"3079","parabens senador valoroso trabalho escolha apoio futuro presidente",7417,1
"3080","a biblia trata homosexualidade consequencia degradacao humana cristo veio condenar homosexualidade particular mostrar pecado adao deu origem varios tipos desvios resolve novo nascimento o cristo trouxe",7419,1
"3081","ue a falou presidente vaiado cambada pilantras mentirosos",7420,0
"3082","ah claro condenou proprio filho estuda historia filhinha leia direito biblia",7421,0
"3083","e entrou jesus templo deus expulsou todos vendiam compravam templo derribou mesas cambistas cadeiras vendiam pombas e disse esta escrito a casa chamada casa oracao vos tendes convertido covil ladroes",7422,0
"3084","alguem discorda so midia professores artistas intelectuais criados cativeiro pensam diferente fazem verdade discurso odio assim odiavam disciplina pais exemplo velhos respeito gratuito ordem sociedade  pwywq",7423,0
"3085","retweeted jair bolsonaro sao paulo maio a marcha jesus brasil acima tudo deus acima todos gbda twitterjairbolsonarostatusvideoutmsource",7424,1
"3086","magno malta encare missao vice bolsonaro pais melhor ordem progresso deus coracao e formula sucesso brasil",7427,1
"3087","como pesquisas apontam vitoria facil candidato presidencia dar emocao disputa cogita senador es magno malta vice magno malta e acusado corrupcao rumoaosegundoturno bolsonaro",7432,0
"3088","so projetos emendas bolsonaro fica dificil aprovar alguma lei tendo parlamento preocupado aumentar inposto parabenizar aniversario cidade",7437,-1
"3089","fome sede justica justica e deixar ladrao estuprador fazer bem quiser pessoa ter direito defender",7439,0
"3090","cade link mim ler eu semi analfabeto igual maioria surgem imaginacao que confiam inimigos politica wzr",7440,-1
"3091","sabe onde vai sai recursos tampar gastos diesel vao tirar sus educacao e vergonha",7441,-1
"3092","mas estranho e pautando temas campanha veja alckmin ciro marina manoela comecaram falar sobre seguranca publica privatizacoes ja clone trump brasil flavio racha contenta mero discurso copiado odiado bolsonaro",7442,-1
"3093","nao culpo otimo liberar porte caso brasil volte estado populacao armada jamais levara porrada",7444,1
"3094","politico campanha vai marcha pra jesus vai centro macumba vai sinagoga vai pgp aperta mao pobre come pastel feira toma cafe buteco vai pra pra casa desinfetar comer caro existe idiotas ainda acredita politicos",7448,0
"3095","bonito exercito ve populacao apanhando faz nada cd direito expressar",7449,1
"3096","num evento s politicos podem devem discursar igrejas evangelicas acredito catolicas todo politico e apresentado publico geralmente pedefeita oracao mas lembremos cristao vota",7450,0
"3097","podre amigo fivqo",7453,0
"3098","caro bolsonaro e melhor jair afastando desse povo sao sujos pt",7454,2
"3099","gostei video youtubetqjdjxuoaae lei coes  jovem pan sabatina jair bolsonaro",7458,0
"3100","quando populacao comecar informar daqui uns  meses muitos vao perceber papinho bandido bom e bandido morto ficar perseguindo lgbt enche barriga emprego ninguem espere vera",7460,-3
"3101","esse slogan ta invertido deus acima tudo",7462,-1
"3102","ai e crente evangelica e amante",7463,0
"3103","gglobocecearanotic iavereadorpresoincitarbloqueiocaminhoneirosestradacearaghtml com e facil somente agora maior e par algemas jair bolsonaro e investigar",7464,1
"3104","ele apoiaria entao trafico generalizado homicidios invasoes propriedades menores infratores drogados politicos corruptos estado falido falta educacao saude me diga sabichao",7465,1
"3105","incrivel fica sempre lado perto assumir poder povo capixaba nao votem nesse sujeito",7466,1
"3106","pensei muita rejeicao mulheres bom entrar vicepresidente  presidenta ",7467,1
"3107","vamos futuro presidente jair bolsonaro magno malta e bom vice",7468,1
"3108","e bom treinando continencia viu",7469,1
"3109","pensei muita rejeicao mulheres bom entrar vicepresidente  presidenta ",7470,1
"3110","vem pras favelas rio torturador pra ver coisa",7471,-1
"3111","sera certo oportunismo atitude desses politicos tal marcha",7473,1
"3112","vereador e preso incitar bloqueio caminhoneiros estrada ceara gglobocecearanotic iavereadorpresoincitarbloqueiocaminhoneirosestradacearaghtmlutmsourcetwitterutmmediumsharebardesktoputmcampaignsharebar o menor e facil eu quero ver aqui jair bolsonaro dessa forma algemado",7474,-1
"3113","pensei muita rejeicao mulheres bom vc entrar vicepresidente  presidenta ",7475,1
"3114","vou votar ta metido crentes evangelicos gente gosta armas to",7476,-1
"3115","ai velho pesquisa timeline sobre q acho novo antes falar merda alias coisa q aqui e gente q cospe m pensar pesquisar",7477,0
"3116","falso apoia tortura voce e deus permitira alguem alma opaca podre dirija brasil",7478,-2
"3117","precisamos alguem destemperado toleranciazero o mecanismo enriquece politicos funcionarios publicos antes qq solucao pro pais saude educacao seguranca trabalho desenvolvimento social e preciso desmontar corrupcao sistemica pelopovoparaopovo",7479,-1
"3118","estado laico acima tudo",7483,0
"3119","voce e contra dia vagabundo marginal tirar vida ente querido",7484,-1
"3120","deus poderoso e justo no vai permitir que ganhe a prsodencia do brasil",7487,2
"3121","catolico",7488,0
"3122","voce precisa ler biblia jovem proprio deus guiou homens atraves muitas batalhas muitos pecadores mortos nessa jornada morte tira vida inocente e contra teoria deus",7490,1
"3123","ue to tentando entender raciocinio gosto deve curto cerveja saio ai discriminando ninguem beber to brigando aqui amigo",7495,1
"3124","so herege nao sobra",7496,-1
"3125","so herege nao sobra",7497,-1
"3126","como racista homofobico pode andar meio crentes jesus pregava humidade estar lado necessitados fazia lula aparece aqui rio vem visitar comunidades carentes ser aplaudido aeroporto manifestao religiosa adianta nada",7501,-1
"3127","ai o magno malta e vice ideal bolsonaro",7502,0
"3128","eu acredito q responsavel decida se crianca vai receber tratamento talvez morra talvez pais q abusam crianca casos diferentes uma coisa e vc decidir tratamento outro e abusar crianca",7504,2
"3129","voce consegue esquecer rss acho deveria ser retirado direito todos ex presidentes bem auxilio moradia juizes deputados pois ganham bem merecemvoce acha",7505,0
"3130","qual possivel solucao p gente pagar barato gasolina tipo boliviaparaguai to perguntando pq acredito solucao ainda nao vi perguntararem deputado bolsonaro",7506,1
"3131","incrivel assessores sabem ler leis deste pais triste triste ficha limpa sabem e",7507,-1
"3132","desgracado hipocrita torturador racista preconceituoso fascista desgracado no brasil presidente nunca gy",7512,-7
"3133","otimo",7515,1
"3134","alcool cigarro argumento e invalido da estudada e ambito individual apoiam liberacao armas utilizacao terceiros",7517,-1
"3135","melhor ler biblia aposto mudaria opiniao sobre assuntos lei e lei dai cezar e cezar deus e deus",7518,1
"3136","muito legal video no final multidao guri montado cangote papai",7519,1
"3137","retweeted jair bolsonaro sao paulo maio a marcha jesus brasil acima tudo deus acima todos videoutmsource",7523,1
"3138","mas e claro sim por voto e mostre alguem melhor q envolvido corrupcao no momento brasil e bolsonaropresidente aceite doi menos tenha boa noite",7524,1
"3139","o estado fez correto salvou vida crianca contrariando crenca pais se crianca rejeitada estado poder decisao",7527,1
"3140","tamos juntos vamos vencer",7534,-1
"3141","vai ser vendido",7536,-1
"3142","muito errado esse cara e sociopata",7538,-1
"3143","gustavo franco nega estar colaborando campanha jair bolsonaro",7541,1
"3144","retweeted jair bolsonaro sao paulo maio a marcha jesus brasil acima tudo deus acima todos dms twitterjairbolsonarostatusvideoutmsource",7544,1
"3145","onde viu imbecil voce certeza e algum apoiador presidiario",7547,-2
"3146","mas merda e desde jesus e torturador quer sair matando todo mundo e explodindo quartel bolsolixo vai direto p inferno",7548,-1
"3147","ahhh vai cata coquinho babao politicos ladroes e enche babaca vai procurar turma sabe e ne a cegos burros idiotas vai la some",7550,-2
"3148","jesus deve adorar discurso",7551,1
"3149","para consiga autonomia plenario eleicao presidencia bem proveitosa basta apenas votar nele buscar votar politicos direita obter voz eleicoes",7559,-2
"3150","falou gritam lula livre ter mentido roubado nacao aahhhh vaaaaaa",7561,-1
"3151","essa carla zambelli e lixo sumam perto gente faz parte movimento mlb mamae falei movimento vem pra ruas serve enganar apoiar somente tipo classe",7567,1
"3152","a justica deus e sabios amigo deus nao aceita injustica deus criou homem mulher deus destruiu sodoma causa conduta imoral povo na palavra senhor nao vai achar palavra gaysim sodomitas tenta pesquisar faziamacorda",7568,0
"3153","a excorregedora nacional eliana calmon recusou ser candidata vice presidente chapa jair bolsonaro acho bolsonaro pessoa radical osulbrexcorregedo ranacionalelianacalmonrecusousercandidatavicepresidentechapajairbolsonaroachobolsonaropessoaradical excorregedora e",7569,0
"3154","gente reconhecer todos trabalhadores dignos nao devemos glorificar ricos lutemos igualdade valorizemos povo pobre carrega brasil temos deixar preconceito politico admitir pt ajudou sim vamos votar consciente",7573,-1
"3155","bolsonaro marcha jesus vai ser falso assim la rio janeiro",7576,-1
"3156","temer marcando jair jair colocou segurancapublica ordem diatemer interveio rj jair colocou brasil acima tudotemer resgatou lemaordem progresso",7580,1
"3157","voce leu antigo testamento novo testamento historia reis citar rei davi conquistar defender povo usava armas povo judeu ficou desarmados hitler matou milhoes vc aprender primeiro antes falar qualquer coisa jesus ama",7582,1
"3158","para mim simples defende sindicatos maconheiros grevistas aborto tudo esquerda tudo comunistas ne twitterdanusiobarbosa dstatus",7583,0
"3159","e guerra civil e morte minimo  mil morrer inocentes paciencia nao vai incitar odio fez passado",7586,-1
"3160","se provas voce alguma vez parou entrar site candidato ler projetos ou olhe historico wikipedia isso e minimo q vc q fazer antes votar",7587,-1
"3161","ele voce jamais fariseu oportunista espero abra olhos afaste",7590,-2
"3162","o track record persio arida e maculado defendeu plano cruzado outras coisas previa congelamento precos ele e engodo sejamos honestos arida mudou bem assim",7591,-1
"3163","nico partido e mentira",7599,-1
"3164","traidor caminhoneiros povo brasileiro lembraremos vc outubro",7601,-1
"3165","putz que estuprado brasil historicamente estrangeiros aqui chegam fixam residencia tomam posse riquezas brasileiros adotando discurso odio serve jogar uns contra outros enquanto estrangeiros roubam tudo",7604,-1
"3166","como perigoso epoca militares brasil muita opressao sofrimento populacao onpon",7606,-1
"3167","ahahah engracado vi nenhuma manifestacao pronuncio sobre acontecido ahahahah",7609,1
"3168","num individuo adulto o embriao e individuo",7611,0
"3169","a filosofia jesus todos iguais discurso parece ser estoico cristao pode explicar",7612,-1
