text	sentiment
minas gerais dilma votos contra    aecio	positivo
dilma perder compro ate foguetes pai  forapt	neutro
cade segundo turno marina dilma   hue hue	neutro
acabo ler ai vc fala mal dilma   dependesse bolsa familia iria votar nela	negativo
dilma vai cair	neutro
aecio redondo  dilma urnas	negativo
voto dilma jamais aecio	neutro
dilma cresce  ainda faltam   nordeste nao percam a esperanca  wppljv vr	negativo
votou pra tal dilma deveria menos limpar chao casa lingua	positivo
falam nordeste elege dilma reclamam   chama tudo nome 	positivo
sorte direita marina ja mgrou pro aecio votos maioria devem ser dilma	positivo
brasel porra reelegendo dilma   cade populacao queria mudancas  povo fez protestos  esculacharam copa  cade 	negativo
participei protestos ano passado sim votei dilma sim protesto nao contra simples	neutro
nao acredito votado marina vote dilma   povo unido jamais sera vencido       	neutro
quer dizer dilma so frente aecio  vcs explicam ibope datafolha    brasileiros  acreditem pesquisas	positivo
dilma aecio deus nao sei pior	negativo
dilma ganhar preparem pra brasil vira venezuela vida	positivo
marina apoiara dilma  dilma sera reeleita fim	neutro
dilma eleita vou ficar puta	neutro
pesquisas errando feio  aecio cola dilma  confirma venho avisando ha tempos nao confiem pesquisas eleitorais 	negativo
  apurado  dilma   aecioporto	neutro
votei marina  nunca votaria dilma	neutro
 turno   aecio dilma  	neutro
aecio encostando dilma   segundo turno vira   	negativo
aecio tao bom  tao bom ta conseguindo perder minas governador pimentel bh ta dando dilma	positivo
more with almost   of votes tallied  brazils president dilma rousseff has   of valid    breaking news	positivo
dilma gano en el estado minas gerais primera  	positivo
legal reclama dilma eh vai precisar projetos 	positivo
galera falando revoltas nao adiantaram nada porque dilma vai ser eleita  aecio eleito exemplo transparencia	neutro
brazils presidential election heading to runoff between president dilma rousseff and challeng  dailymaivdlsc breaking news	neutro
verdade classe alta vota aecio  classe media baixa vota dilma	positivo
 gente escandalos aecio sao tao notorios quanto dilma pq menina disse 	neutro
galera apoiaria qualquer contra dilma segundo turno vamos aecio  brasil precisa mudar forapt	negativo
rodowsky dilma	negativo
fizeram varias manifestacoes  zombaram dilma estadio povo vai la vota nela  queria tentar entender 	neutro
marina vai apoiar aecio  dilma ferrou legal	positivo
passa cabeca dessas cria terem votado dilma  	neutro
sai aecio dx dilma ganha   ja ta ruim aecio vai fica inferno	negativo
ai votou dilma  	neutro
urnas  dilma aecio sao votados  journalnoticiasbrindexphp  urnas dilma aecio sao votados  	positivo
dilma ajudou mt educacao bla bla bla ajuda nao rouba bando otarios	neutro
dilma corrupta sim  dilma rouba sim  merda sim  aecio  colocou sempre nordeste propostas	negativo
ne  rt   renata lo prete olhem show presidenta dilma nordeste  vergonha jornalista desse naipe	neutro
  dilma     aecio    urnas  turno acabou porraaaa forapt vleoooo	neutro
pessoa nao pode peido vcs ja tao compartilhando aii culpa dilma   afff dilma pfvr agora oia muie presidente novo	positivo
 dilma vai ser reeleita cala boc amor deus calaboca	positivo
escolher dilma aecio pra governar pais chorando sangue	negativo
vcs reclamando dilma n pt monte gente nao agora casa emprego	neutro
agora metade nao passaram enem tao estudando particular  n papai paga nao fies implantado dilma	negativo
frago quase nada politica sei q aecio  dilma   chega pt	neutro
amigos votarem dilma   favor deem unnfollow twitter	neutro
complico la re dilma  gglobopoliticaeleic oesspcobertura votacao apuracao 	neutro
nao entendo alguem nesse pais ainda capaz votar dilma  povo tapado    mudou br      porra nenhuma    burros	negativo
raiva hoje resume vota dilma 	negativo
voto lula dilma   padilha suplicy dilmapravencer   migosdopresidentelulablogspotbrvoto  lula dilma padilha   via 	neutro
ah vao toma cu todos voces votaram dilma	neutro
dilma   aecio    marina   urnas apuradas eleicoes	neutro
acho maioria votou dilma ignorante  realmente ignorante  nao nocao  sabe  nao pra culpar todos q votaram	positivo
lamentavelmente segundo turno dilma pt x aecio psdb afinal contas onde escondeu indignacao povo pt	negativo
dilma aecio nao representa  nao vou urnas segundo turno  	neutro
    acredito ibope comprado dilma	neutro
brasil nao moral protestar nada  porque fizeram tantos protestos continuaram votando dilma	positivo
dilma ganhando fazem protesto pais ta ruim elegem mesmas pessoas	positivo
triste disputa dilma aecio povo reclama	negativo
dilma aecio escolho mudar pais	neutro
mae votou dilma sapatona porra mae	negativo
  sp marina frente dilma	neutro
dilma aecio segundo turno espero fundo alma nao votou aecio primeiro turno vote segundo favor obg	negativo
eduardo campos vivo ia dilma pro segundo turno	negativo
maioria povo vota dilma   sao pessoas nordeste ganha bolsa familia ta tudo otimo 	positivo
 dilma ne amiga psdb nao 	neutro
dilma   manda logo dinheiroooo	neutro
pt otimos argumentos contra psdb segundo turno militancia vai focar dilma  vamos vitoria 	positivo
ja campanha marina nao deu certo  globo news comeca campanha pro dilma 	neutro
ta aecio dilma to pensando mudar pais	neutro
vaia dilma vota nela  avemaria	positivo
vota dilma retardado	negativo
more with almost   of votes tallied  brazils president dilma rousseff has   of valid vo  danbodvdlpgc breakingnews	positivo
vamos dilma segundo turno  	negativo
toma cu povo vaia dilma estadios copa vota nela	neutro
  diferenca aecio dilma assim	neutro
marina dilma farinha saco 	neutro
brasileiros votaram dilma sao prova pais vai viver migalha pra sempre nao acordou	positivo
moio pra dilma kkk	negativo
disse  vai ser dilma aecio kkkkkkkkkkkk dilmapravencer	neutro
va tomar cu votou dilma	neutro
brazils presidential election heading to runoff between president dilma rousseff and challenger  danbodvdlozv breakingnews	neutro
 mmmm en la previa marina silva pasaba segunda vuelta y jugaba con el rechazo dilma   ya lista su segundo periodo creo	neutro
dilma    aecio  	positivo
norte nordeste fodem tudo  dilma ate   alguns lugares	negativo
   brasilcambia dilma rouseff    aecio neves    segunda vuelta    wooooooooooo	negativo
aecio ganhar porra segundo turno   sai dilma fdp	positivo
dilma reeleita  aecio ganhar vcs vao tudo ferrar	negativo
burro votou p dilma	negativo
nao entendo dilma ganha todos twitter torcemvotam aecio	positivo
usando motherlode dilma segundo turno	negativo
chuuuuuuupa  dilma   quase empatada aecio nao primeira opcao hoje  certeza votarei nele segundo turno	positivo
 extremamente nervosa sc aecio ta dilma to agoniada 	negativo
serio brasil vamos ter anos dilma pt	positivo
opiniao  marina nao condicoes governar pais eduardo sim  pessoa ideal infelizmente  so resta dilma 	positivo
pena voces estao contra dilma	negativo
realmente nao quero dilma presidente novo  puta merda  bosta	negativo
dilma vai levando gente vai vendo povo brasileiro lasca porque gosta nao acredito urna eletronica  	neutro
luciana genro deusa deveria governar pais brasileiro medo perder bolsa familia vao tudo votar dilma aecio	negativo
vota dilma aecio merece surra nao crianca	neutro
marina caiu pobreza extrema governo dilma	negativo
 segundo turno dilma ganha	positivo
 numeros assustam pesquisas tava erradas ta coladasso dilma  cenario voce sabe	negativo
pau pau dilma aercio nunca pensei	neutro
 falou bonito gostoso  dilma eca 	positivo
  erro ibope dando dilma   aecio    realidade dilma   aecio    tendencia  decrescer	positivo
dilma x aecio 	negativo
agora dilma dilmais 	neutro
rt   dilma       votos	neutro
dilma sera reeleita terao protestos ano vem vemprarua ne gente 	neutro
porra brasil  ja nao bastou tragedia futebol ano vc ainda quer ter maior ainda elegendo novamentr dilma   digo nada	negativo
dilma aecio marina luciana genro everaldo eduardo jorge fidelix	neutro
 milhoes pessoas votam dilma pq recebe bolsa familia  apenas	neutro
pobre tudo vota dilma    pobre nao voto dilma pq pobre inteligente aecio	negativo
ah mano  ta brincadeira q dilma ta ganhando votacoes   fala serio  dps geral vai ficar reclamando   	positivo
n aguento ver tudo pra chegar hoje votar dilma 	neutro
cara vota dilma bando troxa nao fez nada anos vai fazer agora   ai gente amor	positivo
 turno vai ser dilma d	neutro
ti dilma jelena	neutro
ja falei dilma ganha porque povo nordeste estudo vota nela bolsa familia brasileiro  povo burro cara	negativo
nao faco parte fandom dilma  longe  pfvr  nao deixem aecio ganhar porra  corja acompanha ali  gente	positivo
dilma cavalo paraguaio  rubinho barrichelo 	neutro
pai sobre marina dilma duas vacas  sabem fazer nada melhor	positivo
 tambem acho precisa renovacao melhor marina  turno vou dilma 	positivo
mano  aecio  q destruir dilma   q foda eh pior  q ficar c cara chao	negativo
merdasepa dilma vai re eleger	positivo
dilma ta ganhando dnv	positivo
pode aecio estar tao cola dilma   serio coragem votar nesse cinico 	negativo
erro parcial  secao errou apontar dilma acertou colocar aecio segundo turno	negativo
 sim  sei  compensacao totalmente contra governo dilma   hoje nao votei nenhum dois 	neutro
insistir erro  votar dilma  nao mudou nada  mudou  nao fez diferenca brasil precisa  aqui aecio       	neutro
  mepa van aecio  asique dilma la va tener remar	neutro
 dilma   aecio 	positivo
entao  dilma ganhando apertado    contra   aecio marinanao 	neutro
vcs falam tao mal dilma nao devem saber gracas lula pt amiga marina mosquita aprendeu ler escrever	negativo
dilma     aecio    marina    alemanha  brasil  eleicoes voto coracao pra lulu  	neutro
dilma deve ta tomando vinho rindo vcs otarios disseram q ia perder	neutro
nao acredito dilma ta ganhando  vaca 	positivo
vamo dilma  porra  	negativo
anotei ontem dei marido percentuais dilma    aecio   disse q otimo  q otimista aecio	positivo
fizeram pra votar dilma pra rir ne povo pictwitterjjkobhdyu	positivo
voces votaram dilma merda cabeca	negativo
dilma dnv nao vei  vai acabar ganhando 	positivo
ja nordeste minas reelegeram dilma  precisava segundo turno	negativo
mano dilma reeleita nao amor deus  jah   ala   buda etc	positivo
mesmas pessoas reclamam dilma sao estudam colegio particular filhinho papai reclama cotas	negativo
rindo confirmou presenca evento festa despedida dilma  momento	positivo
  turno aprofunde fato estrutura  nao conjuntura dilma menos joao santana  bolsa familia  aecio menos economia  fraga 	negativo
nao acredito dilma vai ganhar novo	positivo
 pior dilma ganha  adeus brasil	negativo
pqp ja pensou aecio passa dilma	neutro
tudo pra chegar hoje votarem dilma   pictwitterymthpemki	neutro
pro segundo turno ganha    acho aecio nao ganha dilma 	positivo
pqp dilma ta ganhando	positivo
voce q votou dilma   ver nao reclama tomando koo flw  flw	neutro
agora campanha dilma  nao concordo aecio poder vamos juntos dilma entao	neutro
vai pra rua vota dilma   pede educacao elege beto  protesta contra tccc elege familia barros saaae maringa	positivo
so analfabetos vota dilma moral saidai dilma lixoooooooooooo	neutro
vaiaram mandaram dilma ir tomar meio furico abertura copa  hoje votaram nela hipocritas	neutro
mobilizaram pais ano passado protestos  pra chegar ano reeleger dilma   sinceramente	positivo
 los sondeos pie d urna en brasil hablan una segunda vuelta dilma rousseff y el socialista aecio neves  owlliciuhy	negativo
dilma ganhe amem	positivo
aqui vc  aqui dilma 	neutro
dilma ta frente to cu mao	neutro
doentes q votaram dilma  pqp gnt acordeeeem	neutro
aecio colado dilma puta pariu 	negativo
aecionosegundoturno oficial brasil    dilma          marina     divulgatsejusbroficialindex   pictwitterjfqfcafrwa	neutro
deixa ensina dilma oq pt	neutro
amor deus   voces votam dilma   	neutro
tentado entender pq dilma ganhando protestos junho so migue 	positivo
 importantedilma	positivo
brasileiro mt burro  ta botando malandra dilma p ser presidente dnv  tomara q foda vcs dnv	neutro
dilma novo   bando fdp 	positivo
voto dilma novo  	neutro
fudeu vei  fudeuuuu brasil quer aecio nordeste norte querem dilma	positivo
jeito  vai dar segundo turno votar aecio pra tirar dilma   ponto chegamos heim 	neutro
diferenca marina silva pra dilma kilos	neutro
finalmente brasil acordou forapt  oi  acordado  dilma nao ia ta primeiro lugar	positivo
 con el   escrutado el psdb sube solo   dilma  hay partido en brasil todavia pictwitterezeixowe	neutro
  parcial   apuracao brasil      apurados dilma     aecio neves    marina    aeciopresidente	negativo
ganha qualquer porra ai menos dilma plmdss	negativo
n to acreditando dilma ta frente	neutro
porra todas estadios vaiou dilma copa  quebrou bancos pra reeleger novo  favor	negativo
dilma ganhar posto nude 	positivo
mano moral ultimos meses antes eleicao dilma largou pais moscas vcs querem dar anos pra fazer dnv	positivo
pior nao eh dilma ir pro segundo turno pior eh ir pro segundo turno porco aecio	negativo
pt sc aecio   dilma  	neutro
melhor segundo turno dilma eleita	positivo
vergonha desse pais dia vcs vaiam dilma outro tao votando nela	negativo
vei dilma n pra ter brasileiro burro viu  burro so toma cu	neutro
vaia dilma durante copa reelege urnas nao entendo  brasil	neutro
nao acredito dilma ta quase sendo reeleita povo babaca  odio voces  odiooooooooooooo	negativo
 vagabundo faz tudo pra ir votar dilma  pictwitterdfntoked 	neutro
brasil habra segunda vuelta dilma rousseff y aecio neves  informarteuy  	negativo
apuracao votos saiu resultado dilma vai ganhar causa bolsa esmola  ops bolsa familia	positivo
rt  maior problema realmente dilma   brasil estaria maravilhoso	positivo
raiva desse povo viu  oq adiantou manifestacoes tudo  p votar dilma   ter governo lixo  brasil s	negativo
 olha dilma fico 	neutro
marina silva  x  dilma	neutro
prevejo dilma fudida segundo turno hauhsuhauhsa	negativo
votos exterior dilma ta perdendo ate pra marina kkkkkkkkkkkkkkkk	neutro
 ta foda nao queria votar dilma 	negativo
tl puta  porque dilma ganhado	neutro
 dilma   infelizmente  melhor	positivo
escrutado el    los votos  dilma rousseff lidera y habria segunda vuelta  cnnitrxfvt preliminar pictwitterwqwimom	negativo
ironia pessoa ser bolsista prouni faculdade privada reclamar dilma auahuhuasuhaushahuahusauss muita falta pensar msm	positivo
aecio ta encostando dilma   	neutro
 espero realmente dilma perca tanta noticia corrupcao classe pobre identifica lula etao sempre cruel	negativo
cara dilma ganhar mudo pais  muita burrice vai tomar cu	positivo
aecio quer fazer brasil  fez minas  pena dilma frente minas  logo onde vangloria	positivo
segundo turno sera dilma aecio nao vejo tanto perigo  dilma vencera mediocridade ambos garante mutuamente	negativo
segundo turno vou fazer todos aqui casa votarem dilma	negativo
nordeste envergonhando pais colocando dilma	neutro
dilma votos brasileiro eh raca burra 	negativo
dilma presidente pezao governador pais vai continuar mesma merda kkkkkkkk	negativo
gente  nao acredito tudo idiotas votaram dilma  ces tao sacanagem  nao 	negativo
ansiosissima pra ver debate dilma x aecio	negativo
baixada santista  sp  dilma ficou terceiro votos aecio primeiro 	positivo
fudeu cara dilma aecio pqp	positivo
vai dar dilma dnv kk	neutro
admiro pessoas instrucao falando dilma ainda melhor opcao pais  nao nao desconfiar sao burros 	positivo
ja aguardo povo falando merda ouvido faculdade amanha sobre nordeste dilma queria mandar todos foderem antecedencia	negativo
brincs prefiro dilma	neutro
dilma aecio tudo naipe   	neutro
rt   breaking  dilma rousseff to face aecio neves in brazil runoff exit poll  fmyehzcrf	neutro
segundo turno dilma aecio  eita poha 	neutro
  apurados brasil dilma  aecio  marina 	neutro
fico imaginando aecio aprovacao minas dilma liderando kkkkkkkk chupa aecio aqui 	negativo
vamos turno beleza dilma elcio ai sim tadinho 	negativo
torceno aqui  turno aecio menos aqui parana venceu dilma kkkk muita diferenca mpn neymar	negativo
dilma aecio voto coin	neutro
dilma aecio segundo turno  povo burro 	negativo
numeros dilma   aecio   apoio confirmar segundo turno  mudancas   	positivo
rt hehehehehehehehe   aecio cheirando cangote dilma	neutro
dilma ta usando bot   fdp  	neutro
brasileiro povo burro gosta viver merda votando dilma pqp	negativo
nordeste maiorias votou dilma	neutro
eleccionesbrasil escrutado   dilma rousseff   aecio neves  	neutro
povo bosta atolada msmngm menos pior q dilma nao  fdps	negativo
votos dilma tao vindo tudo nortenordeste preconceito	neutro
dilma deve ter colocado nome outros candidatos boca sapo 	negativo
 votos nulos branco vao p dilma   jeito votar aecio irmao 	neutro
embora nao diferenca relevante  rio grande sul  exemplo  dilma frente	positivo
pessoa posta q dilma eh menos pior ja dando unfollow	negativo
 completamente irracional votar dilma   inexplicavel  ser burro  	negativo
dilma ta ganhando  aecio segunda  pergunto  kde marinoarvore   kkkkkkkk	neutro
dilma ganhar porra   nao quero ninguem fazendo manifestacoes   porque colocou porra la voces    caralho 	negativo
medo desse segundo turno dilma aecio	neutro
votei marina orgulho agora vou aecio nao pras ruas pedir mudancas pra deixar pais mao dilma gangue	neutro
dilma cabeca kkkkkk	positivo
dilma vai levar segundo turno nao adianta ficar felizinho nao tucanos importante saiu cambada aqui minas pimentel	positivo
mano so falta aecio passar dilma eueueuuhehue	negativo
coisas vi hoje dilma travando urna  aecio cheirando cocaina  aniversario	neutro
  razao  mentira ibope real dilma    aecio  marina   c   urnas apuradas ate agora  	positivo
enquanto aecio neves vai segundo turno dilma rousseff	negativo
un sondeo boca urna en brasil anticipa segunda vuelta dilma rousseff y aecio neves  bbcinehziqb pictwitterikqhfc	negativo
so   urnas apuradas nordeste  pessimo  dilma huge la  faltam vao dar puta dianteira pra 	negativo
aecio dilma segundo turno vaza facil 	positivo
 discurso preconceituoso mineira votei dilma  roceira  	positivo
rt  macumba dilma boa  pq puta q pariu mano	positivo
omg estao tentando boicotar rainha dilma	neutro
quero dilma ganhe vcs vao fuder	negativo
tah bom    querido  gente ja entendeu dilma eh boa nordeste 	positivo
romario jogador ja comia gente  imagina romario senador  vai comer ate dilma	neutro
 apostei dilma	neutro
dilma aecio   marina   luciana genro   eduardo jorge   	neutro
sinceramente nao escolha nao ser votar dilma  antes aecio	neutro
dilma y aeciotremendo mes octubre tendremos en brasil y la region modelos politicos  economicos y sociales en disputa	positivo
eleicoes presidencia dilma     aecio   marina  	positivo
votei luciana  menos ta ganhando dilma ne	positivo
gano dilma  hace meses decian perdia y le ganaba marina  salio tercera con poco del    los  	positivo
chupa ibope datafolha dilma  virada bem melhor    hahaha to rindo toa   eujasabia	positivo
cagaram pau hoje  assim dilma aecio      	negativo
segundo turno aecio dilma vai ser falando vai tirar bolsa familia falando vai dar bolsa pra estudantes tbm	neutro
so nordeste vota dilma  deu bingo aqui	neutro
willian bonnerkkkkkkkkkkkkkkk viu aecio colado dilma  mudando pesquisas global kkkkkkkkkk	neutro
brasil habra segunda vuelta dilma rousseff y aecio neves    	negativo
pai luciana genro pt votou dilma   pai gente    vota filha	neutro
eleicoes aqui santa catarina  aecio ganhou    votos  dilma     marina    luciana    votos	neutro
dilma pode ser merda pode sim  governa pros pobres aecio pros ricos	positivo
dilma       votos	neutro
eleicoescharts  dilma   estados  ac  al  ap  am  ba  ce  ma  mg  pa  pb  pi  rj  rn  rs  to	neutro
 brasil en segunda vuelta  dilma jugara la reeleccion contra aecio neves  el q voto dilma ya la votara en 	negativo
brasil dilma  votos      aecio neves  votos      marina silva  votos      dilmapravencer	neutro
paraiba   dilma    	neutro
sacanagem marina ne tudo jogo sujo pt  nessa dilma nao voto fodendo	negativo
mundo boca urna dan   dilma rousseff en brasil  iftttvdlkzw trabajadores pictwitterecgjaklaf	neutro
aqui goiania tal nao voto dilma   odeio pt ganhando capital  	negativo
 pq dilma melhor tao boa comparada 	positivo
aecio derrubou sas porra dilma marina ouviu falar luciana hmmmmmmmmm	negativo
aecio so fez merda minas  mil vezes dilma novo	negativo
tanta manifestacao ano passado pra hora fazer voto consciente vao la votam dilma   ah vsf	positivo
votar dilma condenar povo brasileiro 	neutro
dilma vemos segundo turno  aecio surpreendendo totalmente 	neutro
dilma vai ampliar vantagem nordeste  nordeste melhor regiao	positivo
tarso dilma vao segundo turno  resultado abaixo expectativas votacao nao corresponde ve ruas	negativo
 nego recaida ficou burro novo votou dilma	negativo
dilma naum c loc	negativo
visto dilma nao leva nao 	positivo
 vdd lula q manda la dilma consequencia	neutro
ano passado fazendo protesto centavos   hj voltando dilma	neutro
cuidado dilma   daqui pouco aecio pode abrir asa movel eleicoes f dtm	positivo
nao entendo  tudo mundo fala mal dilma   hora votar votam dilma  	negativo
dilma ta ganhando     espero q nao passe segundo turno    puta merda	negativo
rt   parcial eleicao nacional  votos apurados dilma     aecio   marina   eleicoes	positivo
acho q jovens votasse dilma nao ganharia	negativo
eleccionesenbrasil irian  vueltala guerrilera asaltabancos dilma y aecio neves	neutro
odio pobre nao sabe dilma sair nao vai mudar nada bolsas vai continuar affg	negativo
bolsa familia pegou solta nordeste  dilma fdp	neutro
nao sei pior dilma aecio	negativo
ehhhhh dilma	negativo
dilma vai ganhar pro conta nordeste v	positivo
 las elecciones deberian haber sido al otro dia la muerte campos ahora le alcanzara dilma el ballotage	negativo
turno presidente vai ser pegado depender debate  dilma ta fodida perder  fico tranquilo marina eleita	positivo
dilma aecio segundo turno  lniswpvzapq	negativo
dilma aecio  aecio dilma   	positivo
dilma bote pe aqui pernambuco  nao procuro infernos acho	neutro
hace un par meses previo al mundial todo el mundo odiaba dilma  es entonces saca del   los votos 	negativo
caraca bahia dois milhoes poucos votos pra dilma pouco mil pro aecio  segundo valeu baianoos 	negativo
dilma ganhou  votevampsvevo	neutro
acho piauiense ligar clamando pra gente nao votar dilma pq pessoas la acomodaram bolsa familia preocupar 	neutro
dilma disputa segunda volta aecio  googl	negativo
dilma ta ganhando minas dai vcs tiram governo aecio haha	positivo
otimo  agora dilma ganha vcs tomam tudo cu novamente   	positivo
dilma ganha ole ole ola pau vai quebra	positivo
nao obrigada ver povo nojento votando dilma	negativo
vamos votar razao  dilma amor jesus   	positivo
nao sei pior dilma aecio ai crl	negativo
abstencao vice marina  estariam frente dilma 	neutro
 fodendo  dilma   pt	negativo
 dilma nao fica terceiro aqui p bosta ganhar governador	positivo
dilma aecio henrique robson cada povo governo merece  sentindo decepcionado	negativo
dilma aecio fico dilma sim ainda uso vermelho pra combinar pt	neutro
gnt vota dilma ainda vsffff bando burro	neutro
  conclusao terras lulas  dilma rainha         kkkkkkkk nocao kkkkk dilmapravencer  	neutro
apuracoes ja bem avancadas deus aecio excelente votacao vamos segundo turno  dilma pt   	positivo
sahsuhsuasau lula desdenhou marina hoje dilma vai foder      kkkkkkkkkkk	negativo
 mano nao gosto pt dilma tambem  caralho nao melhor nessa eleicao	negativo
dilma ta pagando quanto pra ta liderando 	positivo
 pq dilma ta ganhando	positivo
migos  entendam coisa tirar dilma colocar aecio trocar merda bosta	negativo
marina quedo afuera ahora el sur una economia abierta con neves y el noreste el estatismo del pt con dilma 	neutro
nao votem dilma   nao votem aecio votem mim	neutro
 ojo  recien lo escribi el perfilmde votante marina inclina mucho dilma aecio	positivo
votos nordeste  dilma deve ficar vc vir rio grande sul  vc ver pesquisas erraram feio	negativo
fdps fazem varias coisas pra dps votar dilma	neutro
bahia fez parte dilma   votos dilmapravencer	neutro
   surpresa dilma ganhar lavada nordeste sempre pq pq	positivo
segundo turno vai aecio pau cu dilma	neutro
boa odeio gente falando nordeste so pobre aqui todo mundo vota dilma	negativo
dilma votou rs  nao necessaria presenca aqui	neutro
conta macumba dilma faz mano	neutro
dilma aecio segundo turno  wppljv vh	neutro
brasileiros sao vergonha  fizeram manifestacoes ano passado hoje votaram dilma 	positivo
dilma ganhando  ta brincadeira cara	positivo
queria entender pessoas votaram dilma	neutro
dilma aecio  brasil quer ir pra frente ainda	positivo
 dilma aecio	positivo
dilma ganhando rs  gente retardada	negativo
dilma arrasando norte nordeste 	neutro
votacaobr  dilma rousseff    aecio neves    marina silva    apurados   eleicoes  tseh 	neutro
adiantou fazer tanto protesto agora votar dilma   deus ceu    	positivo
zona conforto dilma norte nordeste porem  onde pessoas frequentam escolas qualidade  ond  noticiasterrabreleicoessao p aulosp boca urna mostra vitoria alckmin turno feffdvgnvcmafdrcrd 	neutro
mae ta dignada  jurava ia ser marina x dilma segundo turno	negativo
reclamaram sairam ruas quebrando tudo querendo falar hora votar  dilma claro hipocrisia gente ver aqui dilmapravencer	negativo
vamos  dilma 	neutro
faizeram protesto ano passado pra ano votar dilma down dessas pessoas	negativo
desculpem brincadeira disputa presidencia brasil dilma  atleticana  x aecio  cruzeirense apaixonado    	negativo
to ate vendo cara vota dilma dps reclama q governo ta merda afff	negativo
eleicao ta aecio dilma gente voces realmente sao uns merdas ate pra decidir futuro pais deus	neutro
dilma nao serve pra receber bjo boca  qm dira voto	positivo
siga tempo real apuracao veja cobertura completa presidente   secoes apuradas dilma dilma     	positivo
ate momento     urnas apuradas dilma rousseff    aecio neves    marina silva   	neutro
dilma naooooo  amor deus	neutro
 concordo vo qm voto dilma	neutro
ce ta tdo mundo revoltado dilma ta ganhando dilma ta ganhando                  emabiggestfansd	neutro
pt veio nunca sair ano dilma presidenta pt ai    lamentavel deprimente  brasileiros burros	negativo
tchau dilma aecio aeciodevirada	neutro
dilma ia ganhar ne  to vendo	positivo
dilma menos pior marina aecio acreditem	negativo
dilma nao  dilma nao  	neutro
dilma   aecio   pictwitterevlxwltxw	neutro
nao pro protesto ser chamada vandala  vagabunda  estudante desocupada  pra voces votarem dilma 	neutro
dilma novo nao cara	neutro
en lima gano castaeda  pero preocupen  hoy ocurrio algo peor dilma gano en brasil	positivo
 aecio cinco pontos percentuais dilma   urnas apuradas	neutro
pelaron las encuestas en brasil  dilma gana primer vuelta pequemargen unoa decian pts jaja	positivo
luciana genro so rs aecio proximo dilma la pois 	neutro
nao gostei resultados obvio q atuacao midia velhaca contra dilma decisiva turbinar tucanos	neutro
rindo marina ter caido eleicoes porem chorando dilma estar ganhando	positivo
dilma preciso falar nada	neutro
aqui df dilma so   votos  legal 	positivo
 gano dilma	positivo
dilma presidente nordeste  vergonha 	neutro
mano serio dilma ganhar jogo todas coisas verde amarelas q 	positivo
poh  fiquei chocada disputa dilma aecio oo duvidar cara passa frete	negativo
dilma vai 	neutro
ya estaba cantada esa reeleccion dilma en brasil pesar las crisis q dejo el mundial y otros escandalos derroche en su gobierno	negativo
aecio vai destruir dilma debates  graca	negativo
tanto barulho  tanto quebra quebra final voltarem dilma  decidam 	positivo
nao queriam mudar pais   agora ta votando dilma ne  inuteis	neutro
brasileiros cabeca pra reeleger dilma pra presidente denovo 	neutro
voces votam dilma   deus    querem fazer protesto	neutro
affs dilma ganhando presidencia ki merda   	positivo
  diferenca aecio dilma  euvoteimarina	neutro
melhor parte dessa eleicao sao argumentos contra dilma	positivo
nordeste ja pode separar brasil levar dilma 	neutro
dilma vai ganhar porra cara vao foder	neutro
 viu previas apuracoes bahia  dilma batucada tambores olodum  	positivo
julguem dilma aecio prefiro 	positivo
brasildecide con el   escrutado   dilma y   aecio	neutro
dilma aecio lutando vai decidir vai ser marina	neutro
segundo turno dilma aecio voto carain nenhum mai	negativo
irrita deve ter arrombado ai protestos deste ano hoje confirmou dilma  	neutro
visao politica votos aecio marina representam voto anti  dilma   aecio vence segundo turno	positivo
brasil     dilma   aecio   marina   luciana  	neutro
bom brasil ficar merda msm c povo ignorante votando dilma pqp	positivo
dilma vai ser eleita novamente nordeste novidades	neutro
nao gosto so aecio prefiro dilma   pq odio mortal dessa mulher odeio ainda pt	negativo
pronto  colocaram dilma novo  nao reclamem facam protestos	neutro
povo acha q so tira dilma joga qlqr corruptinho d merda c propostinha pra aliena td mundo sinto pena d nacao q mt fla poco faz	negativo
vai achando protestos diretamente contra dilma pt	positivo
 jai limpression les electeurs marina sont avant tout opposes dilma  ce nest pas un vote tres ideologique	negativo
aqui pernambuco marina ainda ganha pouco dilma 	negativo
todo mundo protesto ano passado pra votar dilma agora	neutro
pega vassoura bruxa some     dilma so vence ne perde sp  pr  rj  sc  mg  ms  mt  etc	neutro
antes dilma ganhasse agora vez voces colocassem bosta aecio segundo turno	negativo
dilma nordeste 	neutro
 aercio dilma    turno bb	neutro
votos dilma aecio   marina   primeira parcial tribunal superior eleitoral j  	positivo
opiniao vota dilma bolsa familia nao querem trabalha ficam recebendo beneficio perna pra cima casa	neutro
 claro  ate porque lula dilma sao partidos diferentes	neutro
 aecio neves pior   todos candidatos presidente dilma ainda consegue ser   melhor	positivo
dilma aecio segundo turno  to rindo atoa marina nao ter passado rindo to mijando rir	positivo
boca urna coloca aecio      turno contra dilma     presidencia republica boca urna  ibopev  	neutro
  pegando dilma	positivo
estados pobres menor infra estrutura federacao sao onde dilma possui votos  tao esperando novo pac  so pode 	positivo
fizeram tudo p hoje votar dilma    to vergonha disso  povo nao vergonha cara pictwitterlkdrit	neutro
dilma ganhando fala serio  brasil fu	negativo
dilma deve ter feito algum pacto cm capeta  n possivel	neutro
 qualquer coisa melhor dilma	positivo
